,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1585,Michael Patrick Jann,Lona Williams,Kirsten Dunst,Denise Richards,Ellen Barkin,Kirsten Dunst,Ellen Barkin,Allison Janney,Denise Richards,Kirstie Alley,,Michael Patrick Jann,10561238.0,6.6,28.0,28742,,0,0,2,2,1999-07-09,97.0,Drop Dead Gorgeous,1999-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,15639381.757298516,,
1586,Raymond De Felitta,Raymond De Felitta,Andy Garcia,Julianna Margulies,Steven Strait,Andy Garcia,Julianna Margulies,Steven Strait,Emily Mortimer,Ezra Miller,,Raymond De Felitta,6670712.0,7.4,66.0,28528,,0,0,4,3,2009-03-23,104.0,City Island,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,7669809.2092646025,,
1587,Ti West,Ti West,Sara Paxton,Pat Healy,Kelly McGillis,Sara Paxton,Pat Healy,Alison Bartlett,Jake Ryan,Kelly McGillis,,Ti West,77501.0,5.5,64.0,29463,,0,0,5,2,2011-03-12,101.0,The Innkeepers,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,84987.84115483255,,
1588,Raja Gosnell,J. David Stem,David N. Weiss,Neil Patrick Harris,Jayma Mays,Katy Perry,Hank Azaria,Neil Patrick Harris,Brendan Gleeson,Jayma Mays,,Raja Gosnell,347545360.0,5.4,34.0,31347,,0,0,8,0,2013-07-28,105.0,The Smurfs 2,2013-01-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,368001973.54565686,,
1589,Rob Cohen,Barbara Curry,Jennifer Lopez,Ryan Guzman,Kristin Chenoweth,Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett,Kristin Chenoweth,,Rob Cohen,35385560.0,4.7,30.0,31858,,0,0,6,1,2015-01-13,91.0,The Boy Next Door,2015-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,36826559.69673062,,
1590,Jean-Marc Vallée,François Boulay,Jean-Marc Vallée,Michel Côté,Marc-André Grondin,Danielle Proulx,Michel Côté,Marc-André Grondin,Danielle Proulx,Émile Vallée,,Jean-Marc Vall�e,,8.0,81.0,29055,,0,0,7,38,2005-05-27,127.0,C.R.A.Z.Y.,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,,,
1591,Jonathan Levine,Jonathan Levine,Josh Peck,Ben Kingsley,Olivia Thirlby,Ben Kingsley,Josh Peck,Famke Janssen,Olivia Thirlby,Mary-Kate Olsen,,Jonathan Levine,2899975.0,7.0,61.0,28323,,0,0,4,4,2008-01-18,99.0,The Wackness,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3322551.2560886047,,
1592,Jon Turteltaub,Gerald Di Pego,Gerald Di Pego,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Maura Tierney,,Jon Turteltaub,34098563.0,6.5,43.0,29018,,0,0,2,1,1999-06-04,126.0,Instinct,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,50494122.38719496,,
1593,Luis Buñuel,Luis Buñuel,Jean-Claude Carrière,Fernando Rey,Delphine Seyrig,Paul Frankeur,Fernando Rey,Paul Frankeur,Delphine Seyrig,Bulle Ogier,,Luis Bu�uel,198809.0,8.0,93.0,30578,,0,1,9,6,1972-09-15,102.0,Le charme discret de la bourgeoisie,1972-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,1172738.5544142895,,
1594,Francis Ford Coppola,Jerry Leichtling,Arlene Sarner,Kathleen Turner,Nicolas Cage,Barry Miller,Kathleen Turner,Nicolas Cage,Barry Miller,Catherine Hicks,,Francis Ford Coppola,41382841.0,6.3,74.0,28894,,3,0,9,3,1986-10-05,103.0,Peggy Sue Got Married,1986-01-01,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,93130364.26427443,,
1595,Kazuaki Kiriya,Michael Konyves,Dove Sussman,Clive Owen,Morgan Freeman,Aksel Hennie,Clive Owen,Morgan Freeman,Cliff Curtis,Aksel Hennie,,Kazuaki Kiriya,,6.2,27.0,32445,,0,0,0,0,2015-04-03,115.0,Last Knights,2015-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1596,Simon Barrett,Jason Eisener,Simon Barrett,Jamie Nash,Lawrence Michael Levine,Kelsy Abbott,Adam Wingard,Lawrence Michael Levine,Kelsy Abbott,L.C. Holt,,Jason Eisener Gregg Hale Adam Wingard Simon Barrett Gareth Evans Eduardo S�nchez Timo Tjahjanto,21833.0,6.1,49.0,30832,,0,0,7,1,2013-01-19,96.0,V/H/S/2,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,23118.096263527525,,
1597,Daniel Barnz,Patrick Tobin,Jennifer Aniston,Adriana Barraza,Anna Kendrick,Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,,Daniel Barnz,1873547.0,6.4,49.0,31031,,0,0,7,5,2014-09-08,102.0,Cake,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1952156.1550358585,,
1598,Woody Allen,Woody Allen,Will Ferrell,Vinessa Shaw,Chiwetel Ejiofor,Wallace Shawn,Neil Pepe,Stephanie Roth Haberle,Larry Pine,Radha Mitchell,,Woody Allen,3825351.0,6.5,54.0,28747,,0,0,0,0,2004-09-17,99.0,Melinda and Melinda,2004-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,4995652.550880729,,
1599,Hendel Butoy,Mike Gabriel,Jim Cox,Karey Kirkpatrick,Bob Newhart,Eva Gabor,John Candy,Bob Newhart,Eva Gabor,John Candy,,Mike Gabriel Hendel Butoy,47431461.0,6.9,nan,30916,,0,0,0,6,1990-11-16,77.0,The Rescuers Down Under,1990-01-01,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,,,89545540.32573904,,
1600,Rod Lurie,Rod Lurie,David Zelag Goodman,James Marsden,Kate Bosworth,Alexander Skarsgård,James Marsden,Kate Bosworth,Alexander Skarsgård,James Woods,,Rod Lurie,10324441.0,5.8,45.0,29057,,0,0,2,0,2011-09-16,110.0,Straw Dogs,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,11321814.579430468,,
1601,Danny DeVito,Stu Silver,Danny DeVito,Billy Crystal,Kim Greist,Danny DeVito,Billy Crystal,Kim Greist,Anne Ramsey,Kate Mulgrew,,Danny DeVito,57915972.0,6.2,nan,28881,,1,0,3,2,1987-12-11,88.0,Throw Momma from the Train,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,125730032.09916833,,
1602,Shoojit Sircar,Juhi Chaturvedi,Juhi Chaturvedi,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,Dolly Ahluwalia,,Shoojit Sircar,169209.0,7.8,nan,31719,,0,0,13,22,2012-04-19,126.0,Vicky Donor,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,181793.86861781825,,
1603,Omar Naim,Omar Naim,Robin Williams,Jim Caviezel,Mira Sorvino,Robin Williams,Mira Sorvino,Jim Caviezel,Mimi Kuzyk,Stephanie Romanov,,Omar Naim,548039.0,6.2,43.0,28365,,0,0,4,1,2004-02-11,95.0,The Final Cut,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,715702.2789103861,,
1604,Peter Greenaway,Peter Greenaway,Richard Bohringer,Michael Gambon,Helen Mirren,Richard Bohringer,Michael Gambon,Helen Mirren,Alan Howard,Tim Roth,,Peter Greenaway,7724701.0,7.6,62.0,29445,,0,0,10,7,1989-09-04,124.0,The Cook the Thief His Wife & Her Lover,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980,,,15370617.938612362,,
1605,Matt Williams,Lowell Ganz,Babaloo Mandel,Natalie Portman,James Frain,Ashley Judd,Natalie Portman,Ashley Judd,Stockard Channing,Joan Cusack,,Matt Williams,33771174.0,6.8,30.0,28839,,0,0,2,1,2000-04-28,120.0,Where the Heart Is,2000-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,48375735.88505227,,
1606,Vincenzo Natali,Brian King,Jeremy Northam,Lucy Liu,Nigel Bennett,Jeremy Northam,Lucy Liu,Nigel Bennett,Timothy Webber,David Hewlett,,Vincenzo Natali,,6.8,nan,28241,,0,0,3,5,2002-10-07,95.0,Cypher,2002-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1607,Ralph Fiennes,John Logan,William Shakespeare,Ralph Fiennes,Gerard Butler,Brian Cox,Gerard Butler,Ralph Fiennes,Lubna Azabal,Ashraf Barhom,,Ralph Fiennes,1072602.0,6.2,79.0,28504,,0,0,16,10,2011-02-14,123.0,Coriolanus,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1176218.7378015213,,
1608,Michael Winterbottom,Frank Cottrell Boyce,Steve Coogan,Lennie James,John Thomson,Steve Coogan,John Thomson,Paul Popplewell,Lennie James,Shirley Henderson,,Michael Winterbottom,1130379.0,7.4,85.0,28876,,0,0,13,1,2002-02-13,117.0,24 Hour Party People,2002-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1550129.0204364143,,
1609,John Ford,Frank S. Nugent,Maurice Walsh,John Wayne,Maureen O'Hara,Barry Fitzgerald,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,,John Ford,10550000.0,7.9,nan,29493,,0,2,8,8,1952-06-06,129.0,The Quiet Man,1952-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,98017248.58757062,,
1610,Milos Forman,Gerome Ragni,James Rado,John Savage,Treat Williams,Beverly D'Angelo,John Savage,Treat Williams,Beverly D'Angelo,Annie Golden,,Milos Forman,15284463.0,7.6,68.0,29647,,0,0,2,2,1979-03-14,121.0,Hair,1979-01-01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,51949062.400923185,,
1611,Garth Jennings,Garth Jennings,Bill Milner,Will Poulter,Jessica Hynes,Neil Dudgeon,Bill Milner,Jessica Hynes,Anna Wing,Will Poulter,,Garth Jennings,1784769.0,7.0,66.0,28542,,0,0,9,3,2007-01-22,96.0,Son of Rambow,2007-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,2123293.361473688,,
