,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R
382,Carl Reiner,George Gipe,Steve Martin,Steve Martin,Kathleen Turner,David Warner,Steve Martin,Kathleen Turner,David Warner,Paul Benedict,,Carl Reiner,10100000.0,6.4,61.0,21237,,0,0,0,0,1983-06-03,93.0,The Man with Two Brains,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Yavuz Turgul,Yavuz Turgul,Sener Sen,Cem Yilmaz,Çetin Tekindor,Sener Sen,Cem Yilmaz,Çetin Tekindor,Melisa Sözen,Okan Yalabik,4000000.0,Yavuz Turgul,,7.5,nan,23944,,0,0,0,0,2010-12-02,140.0,Av Mevsimi,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,Edward Neumeier,Edward Neumeier,Casper Van Dien,Jolene Blalock,Stephen Hogan,Casper Van Dien,Jolene Blalock,Stephen Hogan,Boris Kodjoe,Amanda Donohoe,9000000.0,Edward Neumeier,,4.3,nan,20775,,0,0,1,0,2008-07-19,105.0,Starship Troopers 3: Marauder,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,Fred Schepisi,Robert Young,John Cleese,Iain Johnstone,John Cleese,Jamie Lee Curtis,Kevin Kline,John Cleese,Jamie Lee Curtis,Kevin Kline,25000000.0,Robert Young Fred Schepisi,40381260.0,6.4,62.0,20757,,0,0,0,0,1997-01-23,93.0,Fierce Creatures,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
386,John Turturro,John Turturro,John Turturro,Woody Allen,Sharon Stone,John Turturro,Woody Allen,Vanessa Paradis,Liev Schreiber,Sharon Stone,,John Turturro,3763973.0,6.2,58.0,21271,,0,0,1,2,2013-09-07,90.0,Fading Gigolo,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,Gina Prince-Bythewood,Gina Prince-Bythewood,Sue Monk Kidd,Dakota Fanning,Jennifer Hudson,Queen Latifah,Dakota Fanning,Queen Latifah,Jennifer Hudson,Alicia Keys,11000000.0,Gina Prince-Bythewood,39947322.0,7.3,57.0,21453,,0,0,16,12,2008-09-05,114.0,The Secret Life of Bees,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,Isabel Coixet,Nicholas Meyer,Philip Roth,Ben Kingsley,Penélope Cruz,Patricia Clarkson,Penélope Cruz,Ben Kingsley,Dennis Hopper,Patricia Clarkson,13000000.0,Isabel Coixet,14894347.0,6.8,66.0,20413,,0,0,5,3,2008-02-10,112.0,Elegy,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,Vondie Curtis-Hall,Cheryl L. West,Kate Lanier,Mariah Carey,Eric Benét,Max Beesley,Mariah Carey,Max Beesley,Da Brat,Tia Texada,22000000.0,Vondie Curtis-Hall,5271666.0,2.2,14.0,20155,,0,0,10,3,2001-09-21,104.0,Glitter,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,Mira Nair,Sabrina Dhawan,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Vijay Raaz,Tillotama Shome,148399.40640237438,Mira Nair,13876974.0,7.4,77.0,21106,89914.54169538249,0,0,11,7,2001-08-31,114.0,Monsoon Wedding,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,Jean-Luc Godard,Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Films Georges de Beauregard,Rome Paris Films,300000.0,Jean-Luc Godard,,7.7,nan,22486,,0,0,1,1,1965-08-29,110.0,Pierrot le fou,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,Masahiro Hosoda,Akira Toriyama,Akira Toriyama,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masaharu Satô,,Masahiro Hosoda,50461371.0,7.3,nan,21676,,0,0,4,7,2013-03-30,85.0,Dragon Ball Z: Doragon b�ru Z - Kami to Kami,2013-01-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393,Jack Clayton,F. Scott Fitzgerald,Francis Ford Coppola,Robert Redford,Mia Farrow,Bruce Dern,Robert Redford,Mia Farrow,Bruce Dern,Karen Black,6500000.0,Jack Clayton,26533200.0,6.4,43.0,20897,,0,2,3,5,1974-03-27,144.0,The Great Gatsby,1974-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,Stephen Herek,John Scott Shepherd,John Scott Shepherd,Angelina Jolie,Edward Burns,Tony Shalhoub,Angelina Jolie,Edward Burns,Tony Shalhoub,Christian Kane,40000000.0,Stephen Herek,16873000.0,5.8,31.0,20861,,0,0,1,0,2002-04-26,103.0,Life or Something Like It,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,Mani Ratnam,Mani Ratnam,Sujatha,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,,Mani Ratnam,,7.8,nan,22361,,0,0,2,7,1998-08-21,163.0,Dil Se..,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,Adam Marcus,Jay Huguely,Adam Marcus,John D. LeMay,Kari Keegan,Kane Hodder,John D. LeMay,Kari Keegan,Kane Hodder,Steven Williams,3000000.0,Adam Marcus,15935068.0,4.3,17.0,22118,,0,0,3,0,1993-08-13,87.0,Jason Goes to Hell: The Final Friday,1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,Hunter Richards,Hunter Richards,Jessica Biel,Chris Evans,Jason Statham,Chris Evans,Jessica Biel,Joy Bryant,Jason Statham,Kelli Garner,,Hunter Richards,12667.0,6.6,24.0,20394,,0,0,1,1,2005-09-03,92.0,London,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,Luis Llosa,Michael Frost Beckner,Crash Leyland,Tom Berenger,Billy Zane,J.T. Walsh,Tom Berenger,Billy Zane,J.T. Walsh,Aden Young,,Luis Llosa,18994653.0,6.1,nan,20575,,0,0,0,0,1993-01-29,98.0,Sniper,1993-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,Marcus Raboy,Ice Cube,DJ Pooh,Ice Cube,Mike Epps,John Witherspoon,Ice Cube,Mike Epps,John Witherspoon,Don 'D.C.' Curry,10000000.0,Marcus Raboy,32983713.0,5.8,35.0,21673,,0,0,0,0,2002-11-22,85.0,Friday After Next,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,Satoshi Kon,Shôgo Furuya,Satoshi Kon,Satoshi Kon,Tôru Emori,Yoshiaki Umegaki,Aya Okamoto,Tôru Emori,Aya Okamoto,Yoshiaki Umegaki,,Sh�go Furuya Satoshi Kon,128985.0,7.9,73.0,23165,,0,0,1,8,2003-08-30,93.0,Tokyo Goddofazazu,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,Howard Deutch,Mark Steven Johnson,Mark Steven Johnson,Walter Matthau,Jack Lemmon,Ann-Margret,Walter Matthau,Jack Lemmon,Sophia Loren,Ann-Margret,25000000.0,Howard Deutch,69870000.0,6.6,46.0,21041,,0,0,2,2,1995-12-22,101.0,Grumpier Old Men,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,Michael Herz,Lloyd Kaufman,Lloyd Kaufman,Joe Ritter,Andree Maranda,Mitch Cohen,Jennifer Babtist,Andree Maranda,Mitch Cohen,Jennifer Babtist,475000.0,Michael Herz Lloyd Kaufman,,6.2,42.0,20996,,0,0,1,0,1984-05-01,82.0,The Toxic Avenger,1984-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,Abhishek Kapoor,Chetan Bhagat,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Rajkummar Rao,Sushant Singh Rajput,Amit Sadh,Asif Basra,,Abhishek Kapoor,1122527.0,7.6,40.0,22308,,0,0,34,11,2013-02-13,120.0,Kai po che!,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
404,Susanna White,Emma Thompson,Christianna Brand,Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes,Maggie Gyllenhaal,Oscar Steer,Asa Butterfield,Lil Woods,35000000.0,Susanna White,97799865.0,6.1,52.0,22297,1734450.85154888,0,0,2,1,2010-03-24,109.0,Nanny McPhee and the Big Bang,2010-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,Tobe Hooper,L.M. Kit Carson,Tobe Hooper,Dennis Hopper,Caroline Williams,Jim Siedow,Dennis Hopper,Caroline Williams,Jim Siedow,Bill Moseley,4700000.0,Tobe Hooper,8025872.0,5.6,nan,22058,,0,0,1,1,1986-08-22,101.0,The Texas Chainsaw Massacre 2,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,Bob Fosse,Robert Alan Aurthur,Bob Fosse,Roy Scheider,Jessica Lange,Leland Palmer,Roy Scheider,Jessica Lange,Leland Palmer,Ann Reinking,,Bob Fosse,37823676.0,7.8,nan,21785,,0,4,14,6,1979-12-16,123.0,All That Jazz,1979-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,Orson Welles,Sherwood King,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,Rita Hayworth,Orson Welles,Everett Sloane,Glenn Anders,2300000.0,Orson Welles,7927.0,7.7,nan,21400,,0,0,0,0,1947-12-24,87.0,The Lady from Shanghai,1947-01-01,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
408,Anthony Waller,John Landis,Tim Burns,Tom Everett Scott,Julie Delpy,Vince Vieluf,Tom Everett Scott,Julie Delpy,Vince Vieluf,Phil Buckman,22000000.0,Anthony Waller,26570463.0,5.1,31.0,20514,,0,0,1,3,1997-10-18,105.0,An American Werewolf in Paris,1997-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,Rod Daniel,John Hughes,Amy Holden Jones,Charles Grodin,Bonnie Hunt,Nicholle Tom,Charles Grodin,Bonnie Hunt,Nicholle Tom,Christopher Castile,15000000.0,Rod Daniel,118154166.0,4.8,nan,21476,,1,0,4,0,1993-12-15,89.0,Beethoven's 2nd,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,Adam Kassen,Mark Kassen,Paul Danziger,Chris Lopata,Chris Evans,Mark Kassen,Vinessa Shaw,Chris Evans,Mark Kassen,Marshall Bell,,Mark Kassen Adam Kassen,68945.0,6.9,54.0,20509,,0,0,0,2,2011-04-21,100.0,Puncture,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,Billy Wilder,Billy Wilder,Lesser Samuels,Kirk Douglas,Jan Sterling,Robert Arthur,Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,1800000.0,Billy Wilder,3969893.0,8.2,72.0,22025,,1,0,2,4,1951-06-14,111.0,Ace in the Hole,1951-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
412,Ted Demme,Marie Weiss,Richard LaGravenese,Denis Leary,Judy Davis,Kevin Spacey,Denis Leary,Judy Davis,Kevin Spacey,Robert J. Steinmiller Jr.,11000000.0,Ted Demme,11439193.0,6.9,nan,21057,,0,0,1,1,1994-03-09,96.0,The Ref,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,Brian Gibson,Mark Victor,Michael Grais,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,Oliver Robins,19000000.0,Brian Gibson,40996665.0,5.7,nan,21105,,1,0,4,1,1986-05-23,91.0,Poltergeist II: The Other Side,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,Jack Clayton,Henry James,John Mortimer,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,,Jack Clayton,,7.9,nan,21694,,0,0,3,3,1961-11-24,100.0,The Innocents,1961-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,Justin Kerrigan,Justin Kerrigan,John Simm,Lorraine Pilkington,Shaun Parkes,John Simm,Lorraine Pilkington,Shaun Parkes,Nicola Reynolds,Danny Dyer,1368669.9017046161,Justin Kerrigan,104257.0,7.1,53.0,20597,270163.61826552195,0,0,7,9,1999-06-04,99.0,Human Traffic,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,Peter Hyams,Douglas Preston,Lincoln Child,Penelope Ann Miller,Tom Sizemore,Linda Hunt,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,40000000.0,Peter Hyams,33956608.0,5.7,55.0,20881,,0,0,4,0,1997-01-10,110.0,The Relic,1997-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,Martha Coolidge,John Quaintance,Jessica O'Toole,Hilary Duff,Haylie Duff,Anjelica Huston,Hilary Duff,Haylie Duff,Maria Conchita Alonso,Anjelica Huston,,Martha Coolidge,11441751.0,3.9,17.0,20058,,0,0,4,1,2006-08-18,98.0,Material Girls,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,Walter Lang,Ernest Lehman,Oscar Hammerstein II,Yul Brynner,Deborah Kerr,Rita Moreno,Deborah Kerr,Yul Brynner,Rita Moreno,Martin Benson,4550000.0,Walter Lang,21300000.0,7.5,nan,20765,,0,5,11,5,1956-06-28,133.0,The King and I,1956-01-01,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Joe Dante,Mark L. Smith,Chris Massoglia,Haley Bennett,Nathan Gamble,Chris Massoglia,Haley Bennett,Nathan Gamble,Teri Polo,Bruce Dern,12000000.0,Joe Dante,,5.7,57.0,20560,,0,0,0,1,2009-09-11,92.0,The Hole,2009-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,John Woo,John Woo,Khan Chan,Tony Chiu-Wai Leung,Takeshi Kaneshiro,Fengyi Zhang,Tony Chiu-Wai Leung,Takeshi Kaneshiro,Fengyi Zhang,Chen Chang,80000000.0,John Woo,121059225.0,7.6,nan,20590,,0,0,14,7,2009-01-04,142.0,Chi bi: Jue zhan tian xia,2009-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,George Huang,George Huang,Kevin Spacey,Frank Whaley,Michelle Forbes,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio Del Toro,T.E. Russell,700000.0,George Huang,376928.0,7.1,66.0,20198,,0,0,4,4,1994-09-10,93.0,Swimming with Sharks,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,Mort Nathan,David Drew Gallagher,Brent Goldberg,Kal Penn,Lauren Cohan,Daniel Percival,Kal Penn,Lauren Cohan,Daniel Percival,Glen Barry,,Mort Nathan,5821159.0,4.8,21.0,20407,,0,0,1,0,2006-12-01,97.0,Van Wilder 2: The Rise of Taj,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,Aaron Schneider,Chris Provenzano,C. Gaby Mitchell,Robert Duvall,Bill Murray,Sissy Spacek,Robert Duvall,Sissy Spacek,Bill Murray,Lucas Black,7500000.0,Aaron Schneider,9176553.0,7.1,77.0,20168,,0,0,27,5,2009-09-12,103.0,Get Low,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,Ali Taner Baltaci,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,Mazhar Alanson,Özlem Tekin,Cem Yilmaz,Mazhar Alanson,Özlem Tekin,Tuna Orhan,,Cem Yilmaz Ali Taner Baltaci,,7.5,nan,23114,,0,0,1,2,2006-10-20,122.0,Hokkabaz,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,Clint Eastwood,Jo Heims,Dean Riesner,Clint Eastwood,Jessica Walter,Donna Mills,Clint Eastwood,Jessica Walter,Donna Mills,John Larch,725000.0,Clint Eastwood,10600000.0,7.0,78.0,21195,,0,0,0,0,1971-10-20,102.0,Play Misty for Me,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,Dennis Hopper,Michael Schiffer,Michael Schiffer,Sean Penn,Robert Duvall,Maria Conchita Alonso,Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,6000000.0,Dennis Hopper,46616067.0,6.7,66.0,20818,,0,0,1,1,1988-04-15,120.0,Colors,1988-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,Gregory Nava,Gregory Nava,Jennifer Lopez,Edward James Olmos,Jon Seda,Jennifer Lopez,Jackie Guerra,Constance Marie,Alex Meneses,Jon Seda,20000000.0,Gregory Nava,35422828.0,6.7,67.0,20964,,0,0,5,8,1997-03-21,127.0,Selena,1997-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428,Mike Newell,Ronald Harwood,Gabriel García Márquez,Javier Bardem,Giovanna Mezzogiorno,Benjamin Bratt,Benjamin Bratt,Gina Bernard Forbes,Giovanna Mezzogiorno,Javier Bardem,45000000.0,Mike Newell,31336389.0,6.4,43.0,20373,,0,0,3,0,2007-10-04,139.0,Love in the Time of Cholera,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,Marwan Hamed,Ahmed Mourad,Karim Abdel Aziz,Khaled El-Sawi,Nelly Karim,Karim Abdel Aziz,Khaled El-Sawi,Nelly Karim,Mohamed Mamdouh,Dareen Haddad,3500000.0,Marwan Hamed,,8.2,nan,20660,,0,0,0,2,2014-07-28,170.0,The Blue Elephant,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,Benny Chan,Alan Yuen,Jackie Chan,Nicholas Tse,Mak Bau,Jackie Chan,Nicholas Tse,Mak Bau,Tak-Bun Wong,Winnie Leung,10256673.248032,Benny Chan,11017558.0,7.0,nan,21190,715319.0,0,0,21,7,2004-09-23,123.0,San ging chaat goo si,2004-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,John Irvin,James Carabatsos,Anthony Barrile,Michael Boatman,Don Cheadle,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,Don James,,John Irvin,13839404.0,6.7,nan,20416,,0,0,0,0,1987-08-28,110.0,Hamburger Hill,1987-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,Jules Bass,Arthur Rankin Jr.,Peter S. Beagle,Peter S. Beagle,Jeff Bridges,Mia Farrow,Angela Lansbury,Alan Arkin,Jeff Bridges,Mia Farrow,,Jules Bass Arthur Rankin Jr.,6455530.0,7.5,nan,20913,,0,0,1,0,1982-11-19,92.0,The Last Unicorn,1982-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
