,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
282,Teddy Chan,Teddy Chan,Ho Leung Lau,Donnie Yen,Baoqiang Wang,Charlie Yeung,Donnie Yen,Baoqiang Wang,Charlie Yeung,Bing Bai,25000000.0,Teddy Chan,129115.0,6.5,66.0,7834,,0,0,12,3,2014-10-12,100.0,Yi ge ren de wu lin,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,-24870885.0,26048934.921780165,134532.32929702583,,-25914402.59248314
283,John Polson,Emil Stern,Robert Cormier,Russell Crowe,Jon Foster,Sophie Traub,Russell Crowe,Jon Foster,Sophie Traub,Laura Dern,,John Polson,,5.5,nan,7024,,0,0,0,0,2009-01-15,101.0,Tenderness,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
284,Shuki Levy,David Winning,Shuki Levy,Shell Danielson,Jason David Frank,Catherine Sutherland,Hilary Shepard,Jon Simanton,Kai Doi,Greg Collins,8000000.0,David Winning Shuki Levy,8109349.0,3.5,nan,7256,,0,0,1,0,1997-03-28,99.0,Turbo: A Power Rangers Movie,1997-01-01,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,109349.0,12293751.425128492,12461790.10320179,,168038.67807329693
285,Terence Fisher,Jimmy Sangster,Mary Shelley,Peter Cushing,Hazel Court,Robert Urquhart,Peter Cushing,Hazel Court,Robert Urquhart,Christopher Lee,,Terence Fisher,7000000.0,7.2,nan,7338,,0,0,0,0,1957-05-02,82.0,The Curse of Frankenstein,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1950,,,61466021.94464954,,
286,James Orr,David E. Peckinpah,Richard Jefferies,Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,George Wendt,,James Orr,40070995.0,5.1,nan,7203,,0,0,2,0,1995-03-03,96.0,Man of the House,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,64864523.249374285,,
287,James Marsh,Milo Addica,James Marsh,Gael García Bernal,William Hurt,Laura Harring,Gael García Bernal,Derek Alvarado,E. Matthew Buckley,Monica Peña,,James Marsh,281326.0,6.6,58.0,6858,,0,0,2,1,2005-05-15,105.0,The King,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,355337.24642025394,,
288,Rowland V. Lee,Mary Shelley,Wyllis Cooper,Boris Karloff,Basil Rathbone,Bela Lugosi,Basil Rathbone,Boris Karloff,Bela Lugosi,Lionel Atwill,,Rowland V. Lee,,7.2,nan,7246,,0,0,1,1,1939-01-13,99.0,Son of Frankenstein,1939-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1930,,,,,
289,Wil Shriner,Wil Shriner,Carl Hiaasen,Logan Lerman,Luke Wilson,Brie Larson,Luke Wilson,Logan Lerman,Brie Larson,Tim Blake Nelson,15000000.0,Wil Shriner,8080116.0,5.6,46.0,7044,,0,0,5,1,2006-05-05,91.0,Hoot,2006-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,-6919884.0,18354106.89622519,9886887.519859968,,-8467219.376365224
290,John Guillermin,Richard Yates,William Roberts,George Segal,Robert Vaughn,Ben Gazzara,George Segal,Robert Vaughn,Ben Gazzara,Bradford Dillman,,John Guillermin,,6.7,nan,7220,,0,0,0,0,1969-06-25,115.0,The Bridge at Remagen,1969-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960,,,,,
291,David Leland,David Leland,Hayden Christensen,Mischa Barton,Ryan Cartwright,Ryan Cartwright,Christopher Egan,Craig Parkinson,Hayden Christensen,Simone Spinazze,38000000.0,David Leland,,4.8,nan,6959,,0,0,0,0,2007-12-17,97.0,Virgin Territory,2007-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,45207613.834619574,,,
292,Ralph Bakshi,Tom Tataranowicz,Ralph Bakshi,Frank Frazetta,Randy Norton,Cynthia Leake,Steve Sandor,Randy Norton,Cynthia Leake,Steve Sandor,1200000.0,Ralph Bakshi Tom Tataranowicz,760883.0,6.6,nan,7427,,0,0,0,0,1983-03-25,81.0,Fire and Ice,1983-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-439117.0,2971915.6626506024,1884400.087620482,,-1087515.5750301206
293,Theodoros Angelopoulos,Theodoros Angelopoulos,Tonino Guerra,Bruno Ganz,Isabelle Renauld,Fabrizio Bentivoglio,Bruno Ganz,Isabelle Renauld,Fabrizio Bentivoglio,Achileas Skevis,,Theodoros Angelopoulos,106486.0,7.9,nan,7516,,0,0,3,9,1998-05-23,137.0,Mia aioniotita kai mia mera,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,,,161137.74432414246,,
294,Volker Schlöndorff,James Hadley Chase,E. Max Frye,Woody Harrelson,Elisabeth Shue,Gina Gershon,Woody Harrelson,Elisabeth Shue,Gina Gershon,Rolf Hoppe,,Volker Schl�ndorff,5840581.0,6.0,43.0,6962,,0,0,0,0,1998-02-20,114.0,Palmetto,1998-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,8838138.796484463,,
295,Shigeyasu Yamauchi,Akira Toriyama,Takao Koyama,Masako Nozawa,Ryô Horikawa,Takeshi Kusao,Masako Nozawa,Ryô Horikawa,Takeshi Kusao,Daisuke Gôri,,Shigeyasu Yamauchi,21050393.0,7.8,nan,7408,,0,0,0,0,1995-03-04,51.0,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,34075113.58669695,,
296,Lee Toland Krieger,Lee Toland Krieger,Adam Scott,Brittany Snow,Alex Frost,Adam Scott,Brittany Snow,Alex Frost,J.K. Simmons,Vittorio Brahm,,Lee Toland Krieger,,7.0,65.0,7016,,0,0,2,4,2009-01-17,92.0,The Vicious Kind,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
297,Ron Krauss,Ron Krauss,Vanessa Hudgens,Rosario Dawson,Brendan Fraser,Brendan Fraser,Rosario Dawson,Vanessa Hudgens,James Earl Jones,Emily Meade,3300000.0,Ron Krauss,1359563.0,6.5,37.0,7211,,0,0,0,2,2013-10-17,101.0,Gimme Shelter,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-1940437.0,3494238.8892795686,1439587.2445532116,,-2054651.6447263572
298,Kevin Spacey,Christian Forte,Matt Dillon,Faye Dunaway,Gary Sinise,Matt Dillon,Faye Dunaway,Gary Sinise,William Fichtner,Viggo Mortensen,5000000.0,Kevin Spacey,326308.0,6.1,48.0,6987,,0,0,1,0,1996-09-09,97.0,Albino Alligator,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-4673692.0,7863213.261077463,513165.878559133,,-7350047.38251833
299,Stephen Surjik,Peter Hewitt,Phil Hughes,Tom Riley,Tom Burke,Carmen Electra,Tom Riley,Tom Burke,Carmen Electra,Eddie Marsan,509372.4531377343,Stephen Surjik,,5.4,nan,6867,177924.30725346372,0,0,0,0,2007-03-23,87.0,I Want Candy,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,605987.1884064092,,211671.9308975471,
300,Barry Levinson,Barry Levinson,Richard Dreyfuss,Danny DeVito,Barbara Hershey,Richard Dreyfuss,Danny DeVito,Barbara Hershey,John Mahoney,Jackie Gayle,11000000.0,Barry Levinson,25411386.0,6.5,75.0,7040,,0,0,0,0,1987-02-18,112.0,Tin Men,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,14411386.0,23879947.19471947,55165686.89314852,,31285739.698429044
301,Alfred Hitchcock,Josephine Tey,Charles Bennett,Nova Pilbeam,Derrick De Marney,Percy Marmont,Nova Pilbeam,Derrick De Marney,Percy Marmont,Edward Rigby,,Alfred Hitchcock,,7.0,nan,7162,,0,0,0,0,1937-11-01,80.0,Young and Innocent,1937-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
302,Victor Fleming,John Lee Mahin,Robert Louis Stevenson,Spencer Tracy,Ingrid Bergman,Lana Turner,Spencer Tracy,Ingrid Bergman,Lana Turner,Donald Crisp,,Victor Fleming,,6.9,nan,7115,,3,0,0,0,1941-08-12,113.0,Dr. Jekyll and Mr. Hyde,1941-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,,,,,
303,Sergio Castellitto,Margaret Mazzantini,Margaret Mazzantini,Penélope Cruz,Sergio Castellitto,Claudia Gerini,Penélope Cruz,Sergio Castellitto,Claudia Gerini,Natalia Barcelò,,Sergio Castellitto,,7.1,59.0,7037,1000419.5295449033,0,0,28,16,2004-03-08,125.0,Non ti muovere,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,,1306480.9934361305,
304,Lamberto Bava,Dario Argento,Lamberto Bava,David Edwin Knight,Nancy Brilli,Coralina Cataldi-Tassoni,David Edwin Knight,Nancy Brilli,Coralina Cataldi-Tassoni,Bobby Rhodes,1500000.0,Lamberto Bava,,6.0,nan,7198,,0,0,0,0,1986-10-09,88.0,D�moni 2... l'incubo ritorna,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,3375687.6768419947,,,
305,Denis Villeneuve,Jacques Davidts,Denis Villeneuve,Maxim Gaudette,Sébastien Huberdeau,Karine Vanasse,Maxim Gaudette,Sébastien Huberdeau,Karine Vanasse,Martin Watier,,Denis Villeneuve,,7.3,63.0,8521,173086.05101711335,0,0,9,16,2009-02-06,77.0,Polytechnique,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,199009.78907293535,
306,Anne Wheeler,Peggy Thompson,Wendy Crewson,Karyn Dwyer,Christina Cox,Wendy Crewson,Karyn Dwyer,Christina Cox,Ann-Marie MacDonald,Marya Delver,,Anne Wheeler,2011254.0,6.2,nan,7051,,0,0,1,1,1999-02-14,101.0,Better Than Chocolate,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,2978322.154741108,,
307,Justin Price,Justin Price,Anastasia Antonia,Eric Roberts,Khu,Anastasia Antonia,Eric Roberts,Khu,Billy Blanks,Justin Price,,Justin Price,,4.8,nan,5808,,0,0,0,0,2015-04-10,124.0,Dark Moon Rising,2015-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
308,Katie Aselton,Mark Duplass,Katie Aselton,Katie Aselton,Lake Bell,Kate Bosworth,Katie Aselton,Lake Bell,Kate Bosworth,Will Bouvier,,Katie Aselton,,4.7,46.0,7117,,0,0,0,0,2012-01-21,83.0,Black Rock,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
309,Richard Attenborough,William Goldman,William Goldman,Anthony Hopkins,Ann-Margret,Burgess Meredith,Anthony Hopkins,Ann-Margret,Burgess Meredith,Ed Lauter,,Richard Attenborough,,6.8,nan,7284,,0,0,4,2,1978-11-08,107.0,Magic,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
310,John Nicolella,Robert E. Howard,Charles Edward Pogue,Kevin Sorbo,Tia Carrere,Thomas Ian Griffith,Kevin Sorbo,Tia Carrere,Thomas Ian Griffith,Litefoot,,John Nicolella,6086891.0,4.8,nan,6993,,0,0,0,0,1997-08-29,95.0,Kull the Conqueror,1997-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,9353840.613231473,,
311,Tony Richardson,John Irving,Tony Richardson,Rob Lowe,Jodie Foster,Paul McCrane,Rob Lowe,Jodie Foster,Paul McCrane,Beau Bridges,7500000.0,Tony Richardson,5100000.0,6.0,nan,6985,,0,0,0,1,1984-03-09,109.0,The Hotel New Hampshire,1984-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,-2400000.0,17808607.417875376,12109853.044155255,,-5698754.37372012
312,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Masato Hagiwara,Kôji Yakusho,Tsuyoshi Ujiki,Kôji Yakusho,Masato Hagiwara,Tsuyoshi Ujiki,Anna Nakagawa,8119.519324455992,Kiyoshi Kurosawa,94596.0,7.4,70.0,7352,,0,0,2,9,1997-11-06,111.0,Cure,1997-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,86476.48067554401,12477.419033298647,145367.46372643183,,132890.04469313318
313,Nikkhil Advani,Nikkhil Advani,Ritesh Shah,Irrfan Khan,Rishi Kapoor,Arjun Rampal,Rishi Kapoor,Irrfan Khan,Arjun Rampal,Shruti Haasan,5053057.0995452255,Nikkhil Advani,,7.2,nan,7507,,0,0,16,5,2013-07-19,153.0,D-Day,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,5350481.4021155,,,
314,Jules Dassin,Richard Brooks,Robert Patterson,Burt Lancaster,Hume Cronyn,Charles Bickford,Burt Lancaster,Hume Cronyn,Charles Bickford,Yvonne De Carlo,,Jules Dassin,,7.7,nan,7217,,0,0,0,0,1947-07-10,98.0,Brute Force,1947-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,,,
315,Blair Erickson,Blair Erickson,Daniel J. Healy,Katia Winter,Ted Levine,Michael McMillian,Katia Winter,Ted Levine,Michael McMillian,Corey Moosa,950000.0,Blair Erickson,,5.5,62.0,7378,,0,0,0,1,2013-08-22,87.0,Banshee Chapter,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,1005917.2560047243,,,
316,Neil Jordan,Neil Jordan,Peter O'Toole,Daryl Hannah,Steve Guttenberg,Peter O'Toole,Donal McCann,Mary Coughlan,Liz Smith,Tom Hickey,17000000.0,Neil Jordan,8578231.0,5.7,nan,7100,,0,0,1,0,1988-11-18,99.0,High Spirits,1988-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,-8421769.0,35459429.225695,17892892.648597814,,-17566536.57709719
317,Harry Winer,Michael Hitchcock,Jamie Lee Curtis,Kevin Pollak,Kyle Howard,Kyle Howard,Herbert Russell,Jamie Lee Curtis,Kevin Pollak,Amy Sakasitz,,Harry Winer,6970578.0,5.8,nan,7005,,0,0,1,0,1996-11-27,108.0,House Arrest,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,10962228.273394965,,
318,Andrew Davis,John Bishop,Gene Hackman,Tommy Lee Jones,Joanna Cassidy,Gene Hackman,Joanna Cassidy,Tommy Lee Jones,John Heard,Dennis Franz,18000000.0,Andrew Davis,10647219.0,6.4,nan,7092,,0,0,0,0,1989-08-25,108.0,The Package,1989-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,-7352781.0,35816418.382410206,21185847.239619292,,-14630571.142790917
319,Louis Malle,Louis Malle,Lea Massari,Benoît Ferreux,Daniel Gélin,Lea Massari,Benoît Ferreux,Daniel Gélin,Michael Lonsdale,Ave Ninchi,,Louis Malle,1160784.0,7.8,nan,7227,,1,0,2,2,1971-04-28,118.0,Le souffle au coeur,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,7071317.435005448,,
320,George Stevens,David Lean,Fulton Oursler,Henry Denker,Max von Sydow,Dorothy McGuire,Charlton Heston,Max von Sydow,Michael Anderson Jr.,Carroll Baker,20000000.0,George Stevens Jean Negulesco David Lean,15473333.0,6.6,nan,7157,,5,0,1,1,1965-02-15,225.0,The Greatest Story Ever Told,1965-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,-4526667.0,156573816.4672387,121135940.0639234,,-35437876.403315306
321,Henry Koster,Philip Dunne,Gina Kaus,Richard Burton,Jean Simmons,Victor Mature,Richard Burton,Jean Simmons,Victor Mature,Michael Rennie,5000000.0,Henry Koster,36000000.0,6.8,nan,7358,,0,2,4,3,1953-09-16,135.0,The Robe,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1950,31000000.0,46077646.320538275,331759053.5078756,,285681407.18733734
322,Michael Winner,Jeffrey Konvitz,Michael Winner,Cristina Raines,Ava Gardner,Chris Sarandon,Chris Sarandon,Cristina Raines,Martin Balsam,John Carradine,3700000.0,Michael Winner,4000000.0,6.4,nan,7266,,0,0,4,0,1977-01-07,92.0,The Sentinel,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,300000.0,15058577.75416244,16279543.51801345,,1220965.7638510086
323,Mark Region,Mark Region,Jason Kulas,Peggy McClellan,Scott Winters,Jason Kulas,Peggy McClellan,Scott Winters,Casey McDougal,Joan-Marie Dewsnap,5000000.0,Mark Region,,5.9,nan,7185,,0,0,0,0,2009-06-05,93.0,After Last Season,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,5748868.493546568,,,
324,Peter Weir,Peter Weir,Tony Morphett,Richard Chamberlain,Olivia Hamnett,David Gulpilil,Richard Chamberlain,Olivia Hamnett,David Gulpilil,Frederick Parslow,,Peter Weir,,7.2,85.0,7141,,0,0,7,4,1977-11-05,106.0,The Last Wave,1977-01-01,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,,,,
325,Burt Kennedy,Clair Huffaker,Clair Huffaker,John Wayne,Kirk Douglas,Howard Keel,John Wayne,Kirk Douglas,Howard Keel,Robert Walker Jr.,,Burt Kennedy,6000000.0,6.9,nan,7228,,0,0,0,1,1967-05-24,101.0,The War Wagon,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960,,,44367144.64595225,,
326,Jason Friedberg,Aaron Seltzer,Jason Friedberg,Aaron Seltzer,Alex Ashbaugh,Dale Pavinski,Lili Mirojnick,Alex Ashbaugh,Dale Pavinski,Lili Mirojnick,20000000.0,Jason Friedberg Aaron Seltzer,,4.1,nan,7303,,0,0,0,0,2015-03-05,99.0,Superfast!,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,20814456.347013082,,,
327,Frank Perry,Sydney Pollack,Eleanor Perry,John Cheever,Burt Lancaster,Janet Landgard,Janice Rule,Burt Lancaster,Janet Landgard,Janice Rule,,Sydney Pollack Frank Perry,,7.7,nan,7172,,0,0,0,1,1968-05-15,95.0,The Swimmer,1968-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,,,,,
328,Norman Jewison,Jerry Sterner,Alvin Sargent,Danny DeVito,Gregory Peck,Penelope Ann Miller,Danny DeVito,Gregory Peck,Penelope Ann Miller,Piper Laurie,,Norman Jewison,25682090.0,6.1,nan,6979,,0,0,0,0,1991-10-18,103.0,Other People's Money,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,46515147.45145564,,
