,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
766,Sajid Khan,Sajid Khan,Robin Bhatt,Saif Ali Khan,Riteish Deshmukh,Ram Kapoor,Saif Ali Khan,Riteish Deshmukh,Ram Kapoor,Bipasha Basu,11000000.0,Sajid Khan,,1.8,nan,6511,,0,0,5,0,2014-06-19,159.0,Humshakals,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,11461531.365583273,,,
767,Andrew V. McLaglen,James Lee Barrett,James Stewart,Doug McClure,Glenn Corbett,James Stewart,Doug McClure,Glenn Corbett,Patrick Wayne,Rosemary Forsyth,,Andrew V. McLaglen,17268889.0,7.4,nan,6603,,1,0,2,0,1965-06-03,105.0,Shenandoah,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,,,135192792.84395587,,
768,Maïwenn,Etienne Comar,Maïwenn,Vincent Cassel,Emmanuelle Bercot,Louis Garrel,Vincent Cassel,Emmanuelle Bercot,Louis Garrel,Isild Le Besco,,Ma�wenn,53809.0,7.1,68.0,7868,,0,0,13,1,2015-05-17,124.0,Mon roi,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,,,56000.25407882135,,
769,Don Coscarelli,Don Coscarelli,Reggie Bannister,A. Michael Baldwin,Bill Thornbury,Reggie Bannister,A. Michael Baldwin,Bill Thornbury,Gloria Lynne Henry,Kevin Connors,2500000.0,Don Coscarelli,,6.1,nan,6701,,0,0,1,1,1994-02-25,91.0,Phantasm III: Lord of the Dead,1994-01-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,4160381.177264294,,,
770,Sue Kramer,Sue Kramer,Heather Graham,Tom Cavanagh,Bridget Moynahan,Heather Graham,Bridget Moynahan,Tom Cavanagh,Molly Shannon,Rachel Shelley,,Sue Kramer,59619.0,5.8,31.0,6301,,0,0,0,0,2006-10-21,96.0,Gray Matters,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,72950.23326973665,,
771,Gregory La Cava,Morrie Ryskind,Anthony Veiller,Katharine Hepburn,Ginger Rogers,Adolphe Menjou,Katharine Hepburn,Ginger Rogers,Adolphe Menjou,Gail Patrick,952000.0,Gregory La Cava,,7.8,nan,6446,,4,0,1,2,1937-10-06,92.0,Stage Door,1937-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1930,,16326458.033911115,,,
772,David Veloz,Jerry Stahl,David Veloz,Ben Stiller,Maria Bello,Jay Paulson,Ben Stiller,Maria Bello,Jay Paulson,Spencer Garrett,,David Veloz,1166199.0,6.3,57.0,6324,,0,0,1,0,1998-09-12,88.0,Permanent Midnight,1998-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,1764726.5959193758,,
773,Edward James Olmos,Floyd Mutrux,Floyd Mutrux,Edward James Olmos,William Forsythe,Sal Lopez,Sal Lopez,Vira Montes,Roberto Martín Márquez,Dyana Ortelli,16000000.0,Edward James Olmos,13086430.0,7.2,66.0,6547,,0,0,1,0,1992-03-13,125.0,American Me,1992-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-2913570.0,28127121.979302265,23005225.805225037,,-5121896.174077231
774,Jeff King,Frank Hannah,Steve Austin,Walton Goggins,Laura Vandervoort,Steve Austin,Walton Goggins,Laura Vandervoort,Donnelly Rhodes,Joe Costa,4000000.0,Jeff King,,5.8,nan,6322,,0,0,0,0,2009-10-05,102.0,Damage,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,4599094.794837254,,,
775,Uwe Boll,Uwe Boll,Michael Paré,Will Sanderson,Ralf Moeller,Michael Paré,Will Sanderson,Ralf Moeller,Jodelle Ferland,Thea Gill,5000000.0,Uwe Boll,,3.0,nan,6233,,0,0,0,2,2006-11-03,90.0,Seed,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,6118035.632075064,,,
776,Nicole Holofcener,Nicole Holofcener,Catherine Keener,Brenda Blethyn,Troy Ruptash,Troy Ruptash,Emily Mortimer,Brenda Blethyn,Raven Goodwin,Catherine Keener,250000.0,Nicole Holofcener,4186931.0,6.9,75.0,6310,,0,0,14,3,2001-08-31,91.0,Lovely & Amazing,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3936931.0,348271.36665130436,5832752.725778851,,5484481.359127546
777,Mel Damski,Graham Chapman,Peter Cook,Graham Chapman,Peter Boyle,Cheech Marin,Graham Chapman,Peter Boyle,Cheech Marin,Tommy Chong,,Mel Damski,4300000.0,6.0,nan,6443,,0,0,0,0,1983-06-24,96.0,Yellowbeard,1983-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,10649364.457831325,,
778,John Boorman,Alexander Jacobs,Eric Bercovici,Lee Marvin,Toshirô Mifune,Lee Marvin,Toshirô Mifune,Selmur Productions,Henry G. Saperstein Enterprises Inc.,nan,4150000.0,John Boorman,3230000.0,7.3,nan,6532,,0,0,0,0,1968-12-18,103.0,Hell in the Pacific,1968-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,-920000.0,29430081.93861333,22905822.810053267,,-6524259.128560063
779,Don Cheadle,Steven Baigelman,Don Cheadle,Don Cheadle,Emayatzy Corinealdi,Ewan McGregor,Don Cheadle,Ewan McGregor,Emayatzy Corinealdi,Lakeith Stanfield,,Don Cheadle,2610719.0,6.4,64.0,7552,,0,0,12,2,2015-10-10,100.0,Miles Ahead,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,2717034.832990883,,
780,Éric Rohmer,Éric Rohmer,Jean-Claude Brialy,Aurora Cornu,Béatrice Romand,Jean-Claude Brialy,Aurora Cornu,Béatrice Romand,Laurence de Monaghan,Michèle Montel,,�ric Rohmer,,7.8,nan,6647,,0,0,3,6,1970-12-11,105.0,Le genou de Claire,1970-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1970,,,,,
781,Patricia Cardoso,Josefina Lopez,George LaVoo,America Ferrera,Lupe Ontiveros,Ingrid Oliu,America Ferrera,Lupe Ontiveros,Ingrid Oliu,George Lopez,3000000.0,Patricia Cardoso,5844929.0,7.0,71.0,6305,,0,0,4,7,2002-01-13,90.0,Real Women Have Curves,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,2844929.0,4114006.9492703266,8015359.507997221,,3901352.5587268937
782,Alain Berbérian,Alain Chabat,Dominique Farrugia,Chantal Lauby,Alain Chabat,Dominique Farrugia,Chantal Lauby,Alain Chabat,Dominique Farrugia,Gérard Darmon,,Alain Berb�rian,,7.7,nan,6588,,0,0,0,0,1994-03-09,93.0,La cit� de la peur,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,,,
783,Sam Jaeger,Sam Jaeger,Sam Jaeger,Amber Jaeger,Victor Garber,Amber Jaeger,Sam Jaeger,Victor Garber,Cristine Rose,Lin Shaye,,Sam Jaeger,15374.0,6.9,nan,6588,,0,0,0,4,2011-04-19,97.0,Take Me Home,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,16859.176912741717,,
784,Melville Shavelson,Bob Carroll Jr.,Madelyn Davis,Lucille Ball,Henry Fonda,Van Johnson,Lucille Ball,Henry Fonda,Van Johnson,Louise Troy,2500000.0,Melville Shavelson,25912624.0,7.2,nan,6526,,0,0,2,2,1968-04-24,111.0,Yours Mine and Ours,1968-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960,23412624.0,17728965.023261044,183761601.82276586,,166032636.79950482
785,François Truffaut,François Truffaut,Jean Gruault,François Truffaut,Jean-Pierre Cargol,Françoise Seigner,Jean-Pierre Cargol,François Truffaut,Françoise Seigner,Jean Dasté,,Fran�ois Truffaut,61373.0,7.6,nan,6412,,0,0,4,5,1970-02-26,83.0,L'enfant sauvage,1970-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,,,389924.4439665164,,
786,Sinan Çetin,Yavuz Turgul,Ilyas Salman,Sener Sen,Aysen Gruda,Ilyas Salman,Sener Sen,Aysen Gruda,Pembe Mutlu,Hikmet Gül,,Sinan �etin,,8.2,nan,7094,,0,0,0,1,1982-09-01,87.0,�i�ek Abbas,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,,,
787,Bernard Rose,Bernard Rose,Howard Marks,Rhys Ifans,Chloë Sevigny,David Thewlis,Rhys Ifans,Chloë Sevigny,David Thewlis,Luis Tosar,,Bernard Rose,,6.4,60.0,6394,,0,0,0,2,2010-03-14,121.0,Mr. Nice,2010-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,,,
788,Jim Jarmusch,Jim Jarmusch,Chris Parker,Leila Gastil,John Lurie,Chris Parker,Leila Gastil,John Lurie,Richard Boes,Sara Driver,,Jim Jarmusch,,6.4,69.0,6666,,0,0,0,1,1980-10-01,75.0,Permanent Vacation,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980,,,,,
789,Daniel Grou,Patrick Senécal,Patrick Senécal,Claude Legault,Rémy Girard,Martin Dubreuil,Claude Legault,Rémy Girard,Martin Dubreuil,Fanny Mallette,3219392.103020547,Daniel Grou,,6.5,nan,6370,167568.41208218917,0,0,9,0,2010-01-22,105.0,Les 7 jours du talion,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,3641844.533432889,,189556.93683443672,
790,John Madden,Jonathan Perera,Jessica Chastain,Mark Strong,Gugu Mbatha-Raw,Jessica Chastain,Michael Stuhlbarg,Gugu Mbatha-Raw,Christine Baranski,Mark Strong,13000000.0,John Madden,3439171.0,7.5,nan,35397,,0,0,4,1,2016-11-11,132.0,Miss Sloane,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-9560829.0,13360606.58432249,3534570.0544008436,,-9826036.529921649
791,Sidney Lumet,Peter Shaffer,Peter Shaffer,Richard Burton,Peter Firth,Colin Blakely,Richard Burton,Peter Firth,Colin Blakely,Joan Plowright,,Sidney Lumet,,7.2,nan,6489,,3,0,4,5,1977-10-16,137.0,Equus,1977-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
792,Steven Soderbergh,A.E. Hotchner,Steven Soderbergh,Jesse Bradford,Jeroen Krabbé,Lisa Eichhorn,Jesse Bradford,Jeroen Krabbé,Lisa Eichhorn,Karen Allen,8000000.0,Steven Soderbergh,1299318.0,7.6,86.0,6385,,0,0,7,0,1993-05-19,103.0,King of the Hill,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-6700682.0,13660354.199863939,2218643.012282352,,-11441711.187581588
793,Hal Hartley,Thomas Jay Ryan,James Urbaniak,Parker Posey,Thomas Jay Ryan,James Urbaniak,Parker Posey,Maria Porter,James Saito,Kevin Corrigan,,Hal Hartley,1338335.0,7.3,68.0,6278,,0,0,1,1,1997-09-07,137.0,Henry Fool,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,2056644.7266936675,,
794,Kim Nguyen,Kim Nguyen,Rachel Mwanza,Alain Lino Mic Eli Bastien,Serge Kanyinda,Rachel Mwanza,Alain Lino Mic Eli Bastien,Serge Kanyinda,Ralph Prosper,Mizinga Mwinga,3500000.0,Kim Nguyen,313387.0,7.1,84.0,6343,,1,0,11,34,2012-02-17,90.0,Rebelle,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,-3186613.0,3760311.4501141417,336695.0641191201,,-3423616.3859950216
795,Jack Heller,Tyler Hisel,Kevin Durand,Lukas Haas,Bianca Kajlich,Kevin Durand,Lukas Haas,Bianca Kajlich,Nick Damici,Heath Freeman,,Jack Heller,,5.6,40.0,6711,,0,0,0,2,2014-10-16,90.0,Dark Was the Night,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
796,Christopher Erskin,Todd R. Jones,Earl Richey Jones,Cedric the Entertainer,Shannon Elizabeth,Shad Moss,Cedric the Entertainer,Vanessa Williams,Solange,Shad Moss,12000000.0,Christopher Erskin,31179516.0,4.4,29.0,6372,,0,0,3,0,2004-03-31,97.0,Johnson Family Vacation,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,19179516.0,15671197.390924063,40718362.48245625,,25047165.091532193
797,Abel Ferry,Johanne Bernard,Louis-Paul Desanges,Fanny Valette,Johan Libéreau,Raphaël Lenglet,Fanny Valette,Johan Libéreau,Raphaël Lenglet,Nicolas Giraud,,Abel Ferry,,5.6,nan,6395,,0,0,1,0,2009-06-20,90.0,Vertige,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
798,Tyler Perry,Tyler Perry,Gabrielle Union,Idris Elba,Tracee Ellis Ross,Gabrielle Union,Idris Elba,Louis Gossett Jr.,Tasha Smith,Tracee Ellis Ross,10000000.0,Tyler Perry,31339647.0,5.5,49.0,6301,,0,0,1,0,2007-02-14,100.0,Daddy's Little Girls,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,21339647.0,11896740.482794624,37283964.71813931,,25387224.23534469
799,Paul McGuigan,Irvine Welsh,Irvine Welsh,Stephen McCole,Maurice Roëves,Garry Sweeney,Stephen McCole,Maurice Roëves,Garry Sweeney,Jenny McCrindle,,Paul McGuigan,142783.0,6.3,55.0,6356,25808.028976758225,0,0,4,6,1998-07-02,111.0,The Acid House,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,,,216063.43132274697,39053.46782456781,
800,Jafar Panahi,Jafar Panahi,Shadmehr Rastin,Sima Mobarak-Shahi,Shayesteh Irani,Ayda Sadeqi,Sima Mobarak-Shahi,Shayesteh Irani,Ayda Sadeqi,Golnaz Farmani,2500.0,Jafar Panahi,179948.0,7.3,85.0,6406,,0,0,4,5,2006-02-01,93.0,Offside,2006-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,177448.0,3059.0178160375317,220185.65518412873,,217126.6373680912
801,George Cukor,Frances Marion,Herman J. Mankiewicz,Marie Dressler,John Barrymore,Wallace Beery,Marie Dressler,John Barrymore,Wallace Beery,Jean Harlow,435000.0,George Cukor,,7.8,nan,6391,,0,0,0,0,1933-08-23,111.0,Dinner at Eight,1933-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,,8296470.234097028,,,
802,Orhan Aksoy,Sadik Sendil,Münir Özkul,Adile Nasit,Sener Sen,Münir Özkul,Adile Nasit,Sener Sen,Aysen Gruda,Oya Aydogan,,Orhan Aksoy,,8.8,nan,7158,,0,0,0,0,1978-01-01,92.0,Neseli G�nler,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,,,,,
803,David Pastor,Àlex Pastor,David Pastor,Àlex Pastor,Quim Gutiérrez,José Coronado,Marta Etura,Quim Gutiérrez,José Coronado,Marta Etura,3861003.8610038613,�lex Pastor David Pastor,,6.2,nan,6515,614910.4247104247,0,0,6,8,2013-03-20,100.0,Los �ltimos d�as,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,,4088263.5887206844,,651104.2180141158,
804,Christopher Nielsen,Christopher Nielsen,Simon Pegg,Woody Harrelson,Simon Pegg,Phil Daniels,Woody Harrelson,Simon Pegg,Phil Daniels,Jay Simpson,15738117.721120553,Christopher Nielsen,,6.1,nan,6193,,0,0,1,4,2006-04-21,86.0,Slipp Jimmy fri,2006-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,19257272.999921508,,,
805,Sinan Çetin,Gülin Tokat,Sinan Çetin,Metin Akpinar,Kemal Sunal,Meltem Cumbul,Metin Akpinar,Kemal Sunal,Meltem Cumbul,Rafet El Roman,,Sinan �etin,,7.1,nan,6824,,0,0,1,3,1999-03-05,120.0,Propaganda,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,,,
806,William Brent Bell,William Brent Bell,Matthew Peterman,A.J. Cook,Sebastian Roché,Vik Sahay,A.J. Cook,Sebastian Roché,Vik Sahay,Stephanie Lemelin,,William Brent Bell,,5.9,nan,6636,,0,0,1,0,2013-11-16,89.0,Wer,2013-01-01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
807,Adam Gierasch,Jace Anderson,Adam Gierasch,Tatyana Kanavka,Michael Arata,Shannon Elizabeth,Tatyana Kanavka,Michael Arata,Shannon Elizabeth,Linnea Quigley,10000000.0,Adam Gierasch,,4.7,nan,6314,,0,0,1,0,2009-08-30,93.0,Night of the Demons,2009-01-01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,11497736.987093136,,,
808,Pierre Salvadori,Pierre Salvadori,Benoît Graffin,Audrey Tautou,Nathalie Baye,Sami Bouajila,Audrey Tautou,Nathalie Baye,Sami Bouajila,Stéphanie Lagarde,,Pierre Salvadori,,6.5,nan,6295,,0,0,0,0,2010-10-22,105.0,De vrais mensonges,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,,,
809,Tommy Lee Wallace,Tommy Lee Wallace,Jon Bon Jovi,Cristián de la Fuente,Natasha Gregson Wagner,Jon Bon Jovi,Cristián de la Fuente,Natasha Gregson Wagner,Arly Jover,Darius McCrary,,Tommy Lee Wallace,,4.6,nan,6292,,0,0,1,0,2002-09-24,93.0,Vampires: Los Muertos,2002-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
810,David Hugh Jones,Helene Hanff,James Roose-Evans,Anne Bancroft,Anthony Hopkins,Judi Dench,Anne Bancroft,Anthony Hopkins,Judi Dench,Jean De Baer,,David Hugh Jones,1083486.0,7.5,nan,6409,,0,0,3,2,1987-02-13,100.0,84 Charing Cross Road,1987-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,2352144.406019802,,
811,David Price,Stephen King,A L Katz,Terence Knox,Paul Scherrer,Ryan Bollman,Terence Knox,Paul Scherrer,Ryan Bollman,Christie Clark,900000.0,David Price,6980986.0,4.2,18.0,6443,,0,0,1,0,1992-05-01,92.0,Children of the Corn II: The Final Sacrifice,1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,6080986.0,1582150.6113357525,12272190.297362588,,10690039.686026836
812,Walter Lang,Phoebe Ephron,Henry Ephron,Spencer Tracy,Katharine Hepburn,Gig Young,Spencer Tracy,Katharine Hepburn,Gig Young,Joan Blondell,,Walter Lang,,7.3,nan,6533,,0,0,0,0,1957-05-15,103.0,Desk Set,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1950,,,,,
