,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
859,Juan José Campanella,Eduardo Sacheri,Juan José Campanella,Ricardo Darín,Soledad Villamil,Pablo Rago,Soledad Villamil,Ricardo Darín,Carla Quevedo,Pablo Rago,2000000.0,Juan Jos? Campanella,33965843.0,8.2,80.0,153821,,0,1,40,51,2009-08-13,129.0,El secreto de sus ojos,2009-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,31965843.0,2299547.397418627,39053032.93588985,,36753485.53847122
860,Robert Luketic,Amanda Brown,Karen McCullah,Reese Witherspoon,Luke Wilson,Selma Blair,Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis,18000000.0,Robert Luketic,141774679.0,6.2,59.0,148689,,0,0,10,6,2001-06-26,96.0,Legally Blonde,2001-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,123774679.0,25075538.398893915,197504244.84751993,,172428706.44862604
861,David Slade,Brian Nelson,Patrick Wilson,Ellen Page,Sandra Oh,Patrick Wilson,Ellen Page,Sandra Oh,Odessa Rae,G.J. Echternkamp,950000.0,David Slade,1007962.0,7.1,58.0,140708,,0,0,13,10,2005-01-01,104.0,Hard Candy,2005-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,57962.0,1199926.0079027223,1273136.6513448884,,73210.64344216589
862,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,Ali Larter,Wentworth Miller,Milla Jovovich,Ali Larter,Kim Coates,Shawn Roberts,Sergio Peris-Mencheta,60000000.0,Paul W.S. Anderson,296221663.0,5.9,37.0,145639,,0,0,8,2,2010-09-02,96.0,Resident Evil: Afterlife,2010-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2010,236221663.0,67873270.79573779,335092219.1393796,,267218948.3436419
863,Jaume Balagueró,Paco Plaza,Jaume Balagueró,Luiso Berdejo,Manuela Velasco,Ferran Terraza,Jorge-Yamam Serrano,Manuela Velasco,Ferran Terraza,Jorge-Yamam Serrano,1096892.138939671,Jaume Balaguer? Paco Plaza,32492948.0,7.5,nan,143682,,0,0,12,16,2007-08-29,78.0,[Rec],2007-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,31396055.86106033,1304944.111458277,38656016.98769406,,37351072.87623579
864,Adam McKay,Will Ferrell,Adam McKay,Will Ferrell,Christina Applegate,Paul Rudd,Will Ferrell,Steve Carell,Paul Rudd,David Koechner,50000000.0,Adam McKay,172952707.0,6.3,61.0,144896,,0,0,23,1,2013-11-24,119.0,Anchorman 2: The Legend Continues,2013-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,122952707.0,52943013.473932855,183132749.94108322,,130189736.46715038
865,Gregory Hoblit,William Diehl,Steve Shagan,Richard Gere,Laura Linney,Edward Norton,Richard Gere,Laura Linney,John Mahoney,Alfre Woodard,30000000.0,Gregory Hoblit,102616183.0,7.7,47.0,147947,,1,0,11,10,1996-04-03,129.0,Primal Fear,1996-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,72616183.0,47179279.566464774,161378586.19335034,,114199306.62688558
866,Greg Mottola,Greg Mottola,Jesse Eisenberg,Kristen Stewart,Ryan Reynolds,Jesse Eisenberg,Kelsey Ledgin,Michael Zegen,Ryan McFarland,Jack Gilpin,,Greg Mottola,16025394.0,6.8,76.0,140457,,0,0,4,1,2009-01-19,107.0,Adventureland,2009-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,18425576.53265404,,
867,James Cameron,James Cameron,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Leo Burmester,Todd Graff,70000000.0,James Cameron,90000098.0,7.6,62.0,142822,,0,1,15,8,1989-08-09,145.0,The Abyss,1989-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1980,20000098.0,139286071.48715082,179082286.91255113,,39796215.42540032
868,Adam McKay,Will Ferrell,Adam McKay,Will Ferrell,John C. Reilly,Sacha Baron Cohen,Will Ferrell,John C. Reilly,Sacha Baron Cohen,Gary Cole,72500000.0,Adam McKay,162966177.0,6.6,66.0,142757,,0,0,9,8,2006-07-26,108.0,Talladega Nights: The Ballad of Ricky Bobby,2006-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,90466177.0,88711516.66508843,199406575.54181036,,110695058.87672193
869,Shawn Levy,Robert Ben Garant,Thomas Lennon,Ben Stiller,Owen Wilson,Amy Adams,Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,150000000.0,Shawn Levy,413106170.0,5.9,42.0,146711,,0,0,9,2,2009-05-14,105.0,Night at the Museum: Battle of the Smithsonian,2009-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,263106170.0,172466054.80639702,474978609.0405385,,302512554.2341414
870,Peter Segal,Albert S. Ruddy,Tracy Keenan Wynn,Adam Sandler,Burt Reynolds,Chris Rock,Adam Sandler,Chris Rock,Burt Reynolds,Nelly,82000000.0,Peter Segal,190320568.0,6.4,48.0,141898,,0,0,17,2,2005-05-19,113.0,The Longest Yard,2005-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,108320568.0,103572560.68212973,240390104.6126512,,136817543.93052146
871,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,Salma Hayek,Johnny Depp,Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Eva Mendes,29000000.0,Robert Rodriguez,98185582.0,6.4,56.0,138836,,0,0,6,3,2003-08-27,102.0,Once Upon a Time in Mexico,2003-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,69185582.0,38885985.05800878,131656657.74358262,,92770672.68557385
872,Josh Gordon,Will Speck,Jeff Cox,Craig Cox,Will Ferrell,Jon Heder,Amy Poehler,Will Ferrell,Jon Heder,Will Arnett,61000000.0,Will Speck Josh Gordon,145708642.0,6.3,64.0,139276,,0,0,10,3,2007-03-30,93.0,Blades of Glory,2007-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,84708642.0,72570116.94504721,173345789.9974429,,100775673.0523957
873,Richard Schenkman,Jerome Bixby,David Lee Smith,Tony Todd,John Billingsley,David Lee Smith,Tony Todd,John Billingsley,Ellen Crawford,Annika Peterson,200000.0,Richard Schenkman,,8.0,nan,147981,,0,0,1,5,2007-06-10,87.0,The Man from Earth,2007-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,237934.8096558925,,,
874,Michael Davis,Michael Davis,Clive Owen,Monica Bellucci,Paul Giamatti,Clive Owen,Paul Giamatti,Monica Bellucci,Stephen McHattie,Greg Bryk,39000000.0,Michael Davis,24096824.0,6.7,49.0,135931,,0,0,3,0,2007-07-26,86.0,Shoot 'Em Up,2007-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-14903176.0,46397287.88289904,28667366.158757713,,-17729921.724141326
875,Alexandre Aja,Wes Craven,Alexandre Aja,Ted Levine,Kathleen Quinlan,Dan Byrd,Maxime Giffard,Michael Bailey Smith,Tom Bower,Ted Levine,15000000.0,Alexandre Aja,70355813.0,6.4,52.0,141282,,0,0,7,2,2006-03-10,107.0,The Hills Have Eyes,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,55355813.0,18354106.89622519,86087874.17152199,,67733767.2752968
876,Barry Sonnenfeld,Jim Thomas,John Thomas,Will Smith,Kevin Kline,Kenneth Branagh,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,170000000.0,Barry Sonnenfeld,222105681.0,4.8,38.0,138353,,0,0,16,15,1999-06-30,106.0,Wild Wild West,1999-01-01,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,52105681.0,251740837.46060336,328900412.5864566,,77159575.12585323
877,Sam Raimi,Sam Raimi,Ivan Raimi,Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,11000000.0,Sam Raimi,21502976.0,7.6,57.0,141768,,0,0,7,10,1992-10-09,81.0,Army of Darkness,1992-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,10502976.0,19337396.360770307,37801051.804375574,,18463655.443605263
878,Alfred Hitchcock,Daphne Du Maurier,Evan Hunter,Rod Taylor,Tippi Hedren,Jessica Tandy,Rod Taylor,Jessica Tandy,Suzanne Pleshette,Tippi Hedren,2500000.0,Alfred Hitchcock,11403529.0,7.7,87.0,143519,,1,0,5,3,1963-03-28,119.0,The Birds,1963-01-01,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1960,8903529.0,20136244.897959184,91849701.05799183,,71713456.16003266
879,Lars von Trier,Lars von Trier,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,Kirsten Dunst,Charlotte Gainsbourg,Alexander Skarsgård,Brady Corbet,Cameron Spurr,7400000.0,Lars von Trier,3029870.0,7.1,80.0,142724,183469.44242470627,0,0,89,34,2011-05-18,135.0,Melancholia,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-4370130.0,8114863.350740776,3322565.002771481,201193.16950176944,-4792298.347969296
880,Ridley Scott,Adam Cooper,Bill Collage,Christian Bale,Joel Edgerton,Ben Kingsley,Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,140000000.0,Ridley Scott,268175631.0,6.0,52.0,142711,,0,0,5,0,2014-12-03,150.0,Exodus: Gods and Kings,2014-01-01,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,128175631.0,145874035.56196892,279427582.38105327,,133553546.81908433
881,Brad Bird,Damon Lindelof,Brad Bird,George Clooney,Britt Robertson,Hugh Laurie,George Clooney,Hugh Laurie,Britt Robertson,Raffey Cassidy,190000000.0,Brad Bird,209154322.0,6.5,60.0,150686,,0,0,17,2,2015-05-09,130.0,Tomorrowland,2015-01-01,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,19154322.0,197737335.2966243,217671675.2529059,,19934339.956281617
882,Timur Bekmambetov,Seth Grahame-Smith,Seth Grahame-Smith,Benjamin Walker,Rufus Sewell,Dominic Cooper,Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,69000000.0,Timur Bekmambetov,116471580.0,5.9,42.0,136727,,0,0,1,0,2012-06-18,105.0,Abraham Lincoln: Vampire Hunter,2012-01-01,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,47471580.0,74131854.30225022,125134118.82482436,,51002264.52257414
883,Kevin Smith,Kevin Smith,Kevin Smith,Jason Mewes,Kevin Smith,Ben Affleck,Jason Mewes,Kevin Smith,Ben Affleck,Jeff Anderson,22000000.0,Kevin Smith,30059386.0,6.9,51.0,135525,,0,0,3,1,2001-08-22,104.0,Jay and Silent Bob Strike Back,2001-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,8059386.0,30647880.265314784,41875293.77167634,,11227413.506361559
884,Brad Bird,Tim McCanlies,Brad Bird,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Jennifer Aniston,Harry Connick Jr.,Vin Diesel,James Gammon,70000000.0,Brad Bird,80000000.0,8.0,85.0,143004,,0,0,18,20,1999-07-31,86.0,The Iron Giant,1999-01-01,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1990,10000000.0,103657991.89554256,118466276.45204863,,14808284.556506079
885,Mark Dindal,Chris Williams,Mark Dindal,David Spade,John Goodman,Eartha Kitt,David Spade,John Goodman,Eartha Kitt,Patrick Warburton,100000000.0,Mark Dindal,169327687.0,7.3,70.0,145176,,1,0,26,7,2000-12-10,78.0,The Emperor's New Groove,2000-01-01,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2000,69327687.0,143245644.59930316,242554536.72824046,,99308892.12893729
886,Mel Stuart,Roald Dahl,Roald Dahl,Gene Wilder,Jack Albertson,Peter Ostrum,Gene Wilder,Jack Albertson,Peter Ostrum,Roy Kinnear,3000000.0,Mel Stuart,4000000.0,7.8,67.0,146257,,1,0,2,1,1971-06-30,100.0,Willy Wonka & the Chocolate Factory,1971-01-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1970,1000000.0,18275538.175075073,24367384.233433433,,6091846.058358358
887,Richard Donner,Jeffrey Boam,Jeffrey Boam,Mel Gibson,Danny Glover,Joe Pesci,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,35000000.0,Richard Donner,175000000.0,6.7,36.0,138247,,0,0,4,3,1992-05-11,118.0,Lethal Weapon 3,1992-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,140000000.0,61528079.32972371,307640396.6486185,,246112317.31889483
888,Eli Craig,Eli Craig,Morgan Jurgenson,Tyler Labine,Alan Tudyk,Katrina Bowden,Tyler Labine,Alan Tudyk,Katrina Bowden,Jesse Moss,,Eli Craig,4749516.0,7.6,65.0,143504,,0,0,14,10,2010-01-22,89.0,Tucker and Dale vs Evil,2010-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,5372753.093611489,,
889,Adam Brooks,Adam Brooks,Ryan Reynolds,Rachel Weisz,Abigail Breslin,Ryan Reynolds,An Nguyen,Matthew Mason,Rick Derby,Sakina Jaffrey,,Adam Brooks,31973840.0,7.2,59.0,137353,353742.96863122686,0,0,1,1,2008-01-24,112.0,Definitely Maybe,2008-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,,,36632978.64773872,405289.4058597729,
890,Richard Donner,Jeffrey Boam,Shane Black,Mel Gibson,Danny Glover,Joe Pesci,Mel Gibson,Danny Glover,Joe Pesci,Joss Ackland,28000000.0,Richard Donner,227853986.0,7.2,70.0,140089,,1,0,0,1,1989-07-05,114.0,Lethal Weapon 2,1989-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,199853986.0,55714428.59486032,453384094.0375466,,397669665.44268626
891,Shawn Levy,Josh Klausner,Steve Carell,Tina Fey,Mark Wahlberg,Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson,Jimmi Simpson,55000000.0,Shawn Levy,152263880.0,6.3,56.0,137356,,0,0,8,4,2010-04-06,88.0,Date Night,2010-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,97263880.0,62217164.896092966,172244125.99416205,,110026961.09806907
892,Martin Scorsese,John D. MacDonald,James R. Webb,Robert De Niro,Nick Nolte,Jessica Lange,Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,35000000.0,Martin Scorsese,103200000.0,7.3,73.0,140908,,2,0,17,4,1991-10-06,128.0,Cape Fear,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,68200000.0,63391653.9035938,186914819.51002514,,123523165.60643135
893,Richard Donner,Shane Black,Jonathan Lemkin,Mel Gibson,Danny Glover,Joe Pesci,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,140000000.0,Richard Donner,285444603.0,6.6,37.0,136782,,0,0,11,4,1998-07-07,127.0,Lethal Weapon 4,1998-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,145444603.0,211852113.94342867,431943161.13780546,,220091047.1943768
894,Pete Travis,Barry L. Levy,Dennis Quaid,Forest Whitaker,Matthew Fox,Dennis Quaid,Matthew Fox,Forest Whitaker,Bruce McGill,Edgar Ramírez,40000000.0,Pete Travis,151161491.0,6.6,40.0,134049,,0,0,2,2,2008-02-13,90.0,Vantage Point,2008-01-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,111161491.0,45828688.26232785,173188321.20769194,,127359632.94536407
895,Tim Johnson,Karey Kirkpatrick,Len Blum,Lorne Cameron,Bruce Willis,Garry Shandling,Steve Carell,Bruce Willis,Garry Shandling,Steve Carell,80000000.0,Tim Johnson Karey Kirkpatrick,336002996.0,6.7,67.0,138449,,0,0,20,6,2006-04-22,83.0,Over the Hedge,2006-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,256002996.0,97888570.11320102,411135660.40239507,,313247090.28919405
896,Patrick Hughes,Sylvester Stallone,Creighton Rothenberger,Sylvester Stallone,Jason Statham,Jet Li,Sylvester Stallone,Jason Statham,Harrison Ford,Arnold Schwarzenegger,90000000.0,Patrick Hughes,206172544.0,6.1,35.0,144484,,0,0,5,2,2014-08-04,126.0,The Expendables 3,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,116172544.0,93776165.71840858,214823007.25255433,,121046841.53414571
897,John G. Avildsen,Robert Mark Kamen,Ralph Macchio,Pat Morita,Elisabeth Shue,Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,Randee Heller,8000000.0,John G. Avildsen,90815558.0,7.2,59.0,144268,,1,0,2,2,1984-06-22,126.0,The Karate Kid,1984-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1980,82815558.0,18995847.9124004,215639815.9809722,,196643968.0685718
898,Robert Schwentke,Peter A. Dowling,Billy Ray,Jodie Foster,Peter Sarsgaard,Sean Bean,Jodie Foster,Peter Sarsgaard,Sean Bean,Kate Beahan,55000000.0,Robert Schwentke,133680000.0,6.3,53.0,136017,,0,0,6,2,2005-09-22,98.0,Flightplan,2005-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,78680000.0,69469400.45752603,168848535.5120378,,99379135.05451179
899,Martin Brest,Daniel Petrie Jr.,Danilo Bach,Eddie Murphy,Judge Reinhold,John Ashton,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,14000000.0,Martin Brest,81600000.0,7.3,64.0,138906,,1,0,4,3,1984-12-01,105.0,Beverly Hills Cop,1984-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,67600000.0,33242733.846700698,193757648.70648408,,160514914.85978338
900,Richard Donner,Jerry Siegel,Joe Shuster,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,Gene Hackman,Christopher Reeve,Ned Beatty,55000000.0,Richard Donner,166200000.0,7.3,86.0,138350,,3,0,18,16,1978-12-10,143.0,Superman,1978-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1970,111200000.0,207973352.0801213,628457656.6493847,,420484304.5692634
901,Terry Gilliam,Terry Gilliam,Charles McKeown,Christopher Plummer,Lily Cole,Heath Ledger,Andrew Garfield,Christopher Plummer,Richard Riddell,Katie Lyons,40000000.0,Terry Gilliam,7689607.0,6.8,65.0,133092,569963.503649635,2,0,21,5,2009-05-22,123.0,The Imaginarium of Doctor Parnassus,2009-01-01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,-32310393.0,45990947.94837254,8841307.88201103,655329.0457205602,-37149640.06636152
902,Olivier Megaton,Luc Besson,Robert Mark Kamen,Jason Statham,Robert Knepper,Natalya Rudakova,Jason Statham,Natalya Rudakova,François Berléand,Robert Knepper,30000000.0,Olivier Megaton,108979549.0,6.1,51.0,138572,,0,0,2,0,2008-11-26,104.0,Transporter 3,2008-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,78979549.0,34371516.19674589,124859744.45225208,,90488228.25550619
903,Brian De Palma,Stephen King,Lawrence D. Cohen,Sissy Spacek,Piper Laurie,Amy Irving,Sissy Spacek,Piper Laurie,Amy Irving,William Katt,1800000.0,Brian De Palma,33800000.0,7.4,85.0,139708,,2,0,5,3,1976-11-03,98.0,Carrie,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,32000000.0,7802094.597030435,146505998.54423818,,138703903.94720772
904,James Mangold,Susanna Kaysen,James Mangold,Winona Ryder,Angelina Jolie,Clea DuVall,Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,40000000.0,James Mangold,48350205.0,7.4,51.0,137877,,0,1,11,7,1999-12-08,127.0,Girl Interrupted,1999-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,8350205.0,59233138.226024315,71598359.4005403,,12365221.174515985
905,David Twohy,David Twohy,Jim Wheat,Vin Diesel,Karl Urban,Katee Sackhoff,Vin Diesel,Jordi Mollà,Matt Nable,Katee Sackhoff,38000000.0,David Twohy,98337295.0,6.4,49.0,136745,,0,0,2,0,2013-09-04,119.0,Riddick,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,60337295.0,40236690.24018897,104125454.6835022,,63888764.44331324
