,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
139,Sam Wood,Robert Pirosh,George Seaton,Groucho Marx,Chico Marx,Harpo Marx,Groucho Marx,Chico Marx,Harpo Marx,Allan Jones,,Sam Wood,,7.7,nan,11432,,1,0,0,0,1937-06-11,111.0,A Day at the Races,1937-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
140,Dennis Lee,Robert Frost,Dennis Lee,Ryan Reynolds,Willem Dafoe,Emily Watson,Ryan Reynolds,Willem Dafoe,Emily Watson,Carrie-Anne Moss,,Dennis Lee,3393161.0,6.5,34.0,11424,,0,0,1,0,2008-02-10,120.0,Fireflies in the Garden,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3887602.9423222155,,
141,Steve Buscemi,Edward Bunker,Edward Bunker,Willem Dafoe,Edward Furlong,Danny Trejo,Willem Dafoe,Edward Furlong,Danny Trejo,Mark Boone Junior,,Steve Buscemi,43805.0,6.6,65.0,11350,,0,0,1,0,2000-01-24,94.0,Animal Factory,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,62748.75461672474,,
142,Deran Sarafian,David Twohy,Charlie Sheen,Nastassja Kinski,James Gandolfini,Charlie Sheen,Nastassja Kinski,James Gandolfini,Christopher McDonald,Gary Bullock,,Deran Sarafian,26978900.0,5.4,nan,11512,,0,0,0,0,1994-09-09,102.0,Terminal Velocity,1994-01-01,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,44897003.09731827,,
143,Sean Penn,Sean Penn,Jack Nicholson,David Morse,Anjelica Huston,Jack Nicholson,David Morse,Anjelica Huston,Robin Wright,Piper Laurie,,Sean Penn,832910.0,6.3,46.0,11416,,0,0,3,0,1995-09-10,111.0,The Crossing Guard,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,1348264.750092588,,
144,Sidney J. Furie,Kevin Alyn Elders,Sidney J. Furie,Louis Gossett Jr.,Jason Gedrick,David Suchet,Louis Gossett Jr.,Jason Gedrick,David Suchet,Larry B. Scott,,Sidney J. Furie,24159872.0,5.3,nan,11464,,0,0,0,0,1986-01-17,117.0,Iron Eagle,1986-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,54370788.12298664,,
145,Fred Walton,Danilo Bach,Deborah Foreman,Griffin O'Neal,Clayton Rohner,Jay Baker,Pat Barlow,Lloyd Berry,Deborah Foreman,Deborah Goodrich,,Fred Walton,12947763.0,6.2,nan,11659,,0,0,0,0,1986-03-28,89.0,April Fool's Day,1986-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,29138402.667847157,,
146,Michael Goldbach,Michael Goldbach,Kat Dennings,Reece Thompson,Andie MacDowell,Kat Dennings,Reece Thompson,Andie MacDowell,Josh Lucas,Rachel Blanchard,,Michael Goldbach,,6.4,57.0,11377,,0,0,6,1,2010-09-10,98.0,Daydream Nation,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
147,Penelope Spheeris,Greg Erb,Craig Mazin,Marlon Wayans,David Spade,Brad Dourif,Marlon Wayans,Brad Dourif,Esther Scott,Debra Jo Rupp,,Penelope Spheeris,13035599.0,6.0,36.0,11583,,0,0,0,0,1998-02-20,93.0,Senseless,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,19725851.46192032,,
148,Roy Ward Baker,Walter Lord,Eric Ambler,Kenneth More,Ronald Allen,Robert Ayres,Kenneth More,Ronald Allen,Robert Ayres,Honor Blackman,,Roy Ward Baker,,7.9,nan,11404,,0,0,3,1,1958-07-01,123.0,A Night to Remember,1958-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,,,
149,Todd Burrows,Christopher Folino,Christopher Folino,Chase Williamson,Ashley Bell,Clancy Brown,Chase Williamson,Ashley Bell,Clancy Brown,Jake Busey,,Todd Burrows Christopher Folino,,5.9,nan,9712,,0,0,1,1,2013-03-01,97.0,Sparks,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
150,Lewis Gilbert,Bill Naughton,Bill Naughton,Michael Caine,Shelley Winters,Millicent Martin,Michael Caine,Shelley Winters,Millicent Martin,Julia Foster,,Lewis Gilbert,18871300.0,7.1,nan,11514,,5,0,17,7,1966-03-29,114.0,Alfie,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1960,,,143413546.60368815,,
151,Todd Holland,David Chisholm,Fred Savage,Luke Edwards,Jenny Lewis,Luke Edwards,Vince Trankina,Wendy Phillips,Dea McAllister,Sam McMurray,,Todd Holland,14278900.0,6.0,nan,11483,,0,0,4,0,1989-12-15,96.0,The Wizard,1989-01-01,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1980,,,28412169.8022554,,
152,Francis Ford Coppola,Mauricio Kartun,Francis Ford Coppola,Vincent Gallo,Alden Ehrenreich,Maribel Verdú,Vincent Gallo,Alden Ehrenreich,Maribel Verdú,Silvia Pérez,,Francis Ford Coppola,2852915.0,6.9,65.0,11152,,0,0,4,1,2009-05-14,127.0,Tetro,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3280206.631653281,,
153,Gilbert Adler,William M. Gaines,Bob Gale,Dennis Miller,Erika Eleniak,Angie Everhart,John Kassir,Dennis Miller,Erika Eleniak,Angie Everhart,,Gilbert Adler,5587855.0,5.3,nan,11476,,0,0,0,0,1996-08-16,87.0,Bordello of Blood,1996-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,8787699.107395602,,
154,Peter Greenaway,Sei Shonagon,Peter Greenaway,Vivian Wu,Ewan McGregor,Yoshi Oida,Vivian Wu,Yoshi Oida,Ken Ogata,Hideko Yoshida,,Peter Greenaway,2293037.0,6.7,64.0,11215,,0,0,2,5,1996-05-12,126.0,The Pillow Book,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,,,3606127.7893082565,,
155,Phil Nibbelink,Simon Wells,John Patrick Shanley,Hudson Talbott,John Goodman,Charles Fleischer,Blaze Berdahl,John Goodman,Blaze Berdahl,Rhea Perlman,,Dick Zondag Phil Nibbelink Ralph Zondag Simon Wells,9315576.0,6.1,nan,11564,,0,0,0,0,1993-11-24,72.0,We're Back! A Dinosaur's Story,1993-01-01,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,15906758.466968967,,
156,Douglas Aarniokoski,Luke Passmore,Shawn Ashmore,Brianna Barnes,Ashley Bell,Shawn Ashmore,Brianna Barnes,Ashley Bell,Brayden Edwards,Michael Eklund,,Douglas Aarniokoski,20502.0,5.2,41.0,11289,,0,0,2,0,2011-09-16,87.0,The Day,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,22482.557894173977,,
157,Stephen Frears,Hanif Kureishi,Saeed Jaffrey,Roshan Seth,Daniel Day-Lewis,Daniel Day-Lewis,Richard Graham,Winston Graham,Dudley Thomas,Derrick Branche,,Stephen Frears,2451545.0,6.9,nan,11717,,1,0,6,5,1985-08-18,97.0,My Beautiful Laundrette,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,5621817.354362622,,
158,Frank Perry,Christina Crawford,Frank Yablans,Faye Dunaway,Diana Scarwid,Steve Forrest,Faye Dunaway,Diana Scarwid,Steve Forrest,Howard Da Silva,,Frank Perry,25032261.0,6.7,55.0,12135,,0,0,11,9,1981-09-16,129.0,Mommie Dearest,1981-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,67909626.49006325,,
159,Walter Hill,John Fusco,Ralph Macchio,Joe Seneca,Jami Gertz,Ralph Macchio,Joe Seneca,Jami Gertz,Joe Morton,Robert Judd,,Walter Hill,5839031.0,7.1,nan,11619,,0,0,0,1,1986-03-14,99.0,Crossroads,1986-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,13140496.66093226,,
160,Sanaa Hamri,Kriss Turner,Sanaa Lathan,Simon Baker,Golden Brooks,Sanaa Lathan,Fuzzy Fantabulous,Katharine Towne,Stanley DeSantis,K.C. Clyde,,Sanaa Hamri,11425894.0,6.8,64.0,11232,,0,0,10,4,2006-02-03,99.0,Something New,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,13980805.324062536,,
161,Richard Kwietniowski,Gary Stephen Ross,Maurice Chauvet,Philip Seymour Hoffman,Minnie Driver,John Hurt,Philip Seymour Hoffman,Minnie Driver,John Hurt,Maury Chaykin,,Richard Kwietniowski,1011054.0,7.1,70.0,11268,,0,0,5,3,2003-01-23,104.0,Owning Mahowny,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1355718.3012703452,,
162,John Payson,John Payson,John Payson,Jerry O'Connell,Megan Ward,Billy West,Jerry O'Connell,Megan Ward,Billy West,Reginald Hudlin,,John Payson,4611624.0,5.4,nan,11238,,0,0,0,2,1996-07-26,80.0,Joe's Apartment,1996-01-01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,7252436.59838062,,
163,Russ Meyer,Jackie Moran,Russ Meyer,Tura Satana,Haji,Lori Williams,Tura Satana,Haji,Lori Williams,Ray Barlow,,Russ Meyer,,6.8,nan,11769,,0,0,0,0,1965-08-06,83.0,Faster Pussycat! Kill! Kill!,1965-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,,,
164,Gregg Araki,Gregg Araki,Thomas Dekker,Haley Bennett,Chris Zylka,Thomas Dekker,Haley Bennett,Chris Zylka,Roxane Mesquida,Juno Temple,,Gregg Araki,116478.0,5.7,64.0,11241,,0,0,2,1,2010-05-15,86.0,Kaboom,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,131762.38059576578,,
165,Lucía Puenzo,Lucía Puenzo,Sergio Bizzio,Ricardo Darín,Valeria Bertuccelli,Germán Palacios,Ricardo Darín,Valeria Bertuccelli,Germán Palacios,Carolina Pelleritti,,Luc�a Puenzo,46011.0,7.1,67.0,11446,,0,0,13,25,2007-05-20,86.0,XXY,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,54738.092635386354,,
166,Woody Allen,Woody Allen,Mia Farrow,William Hurt,Joe Mantegna,Joe Mantegna,Mia Farrow,William Hurt,June Squibb,Marceline Hugot,,Woody Allen,7331647.0,6.6,67.0,11519,,1,0,6,1,1990-12-25,106.0,Alice,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,13841367.696697846,,
167,Robert Stevenson,Bill Walsh,Don DaGradi,Dean Jones,Michele Lee,David Tomlinson,Dean Jones,Michele Lee,David Tomlinson,Buddy Hackett,,Robert Stevenson,51264000.0,6.5,nan,11699,,0,0,2,1,1968-12-24,108.0,The Love Bug,1968-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1960,,,363543065.18098164,,
168,F.W. Murnau,Gerhart Hauptmann,Hans Kyser,Gösta Ekman,Emil Jannings,Camilla Horn,Gösta Ekman,Emil Jannings,Camilla Horn,Frida Richard,,F.W. Murnau,,8.1,nan,11657,,0,0,0,0,1926-09-20,85.0,Faust: Eine deutsche Volkssage,1926-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,,,,,
169,Ken Loach,Paul Laverty,Martin Compston,Michelle Coulter,Annmarie Fulton,Martin Compston,William Ruane,Annmarie Fulton,Michelle Abercromby,Michelle Coulter,,Ken Loach,31538.0,7.5,86.0,11563,,0,0,16,10,2002-05-21,106.0,Sweet Sixteen,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,43249.183722029185,,
170,Ron Howard,David Koepp,Stephen Koepp,Michael Keaton,Glenn Close,Robert Duvall,Michael Keaton,Robert Duvall,Glenn Close,Marisa Tomei,,Ron Howard,48424341.0,6.6,nan,11309,,1,0,0,0,1994-03-25,112.0,The Paper,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,80585486.72713105,,
171,Wilson Yip,Kam-Yuen Szeto,Lik-Kei Tang,Donnie Yen,Louis Koo,Ray Lui,Donnie Yen,Louis Koo,Collin Chou,Ray Lui,,Wilson Yip,3271.0,6.8,38.0,11287,,0,0,2,3,2007-07-26,88.0,Dou fo sin,2007-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3891.423811922122,,
172,Joseph Zito,Arthur Silver,Larry Levinson,Chuck Norris,M. Emmet Walsh,David Tress,Chuck Norris,M. Emmet Walsh,David Tress,Lenore Kasdorf,,Joseph Zito,22812500.0,5.4,nan,11667,,0,0,0,0,1984-11-16,101.0,Missing in Action,1984-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,54167847.562704265,,
173,Agnieszka Holland,Christopher Hampton,Leonardo DiCaprio,David Thewlis,Romane Bohringer,Leonardo DiCaprio,David Thewlis,Romane Bohringer,Dominique Blanc,Félicie Pasotti,,Agnieszka Holland,339889.0,6.6,42.0,11533,,0,0,1,0,1995-11-03,111.0,Total Eclipse,1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,550191.9266718127,,
174,Valerie Breiman,Valerie Breiman,Adam Sandler,Adam Sandler,Billy Bob Thornton,Billy Zane,Burt Young,Adam Sandler,Scott LaRose,Lisa Collins,,Valerie Breiman,,1.9,nan,11161,,0,0,0,0,1989-05-12,99.0,Going Overboard,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,,,
175,Steve Carr,William Wolff,Ed Decter,Martin Lawrence,Megan Mullally,Breckin Meyer,Martin Lawrence,Wendy Raquel Robinson,Breckin Meyer,Horatio Sanz,,Steve Carr,16808336.0,5.1,36.0,11218,,0,0,2,0,2005-07-01,86.0,Rebound,2005-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,21230273.174702752,,
176,Jean-Luc Godard,Jean-Luc Godard,Anna Karina,Jean-Claude Brialy,Jean-Paul Belmondo,Jean-Claude Brialy,Anna Karina,Jean-Paul Belmondo,Euro International Film ,Rome Paris Films,,Jean-Luc Godard,99658.0,7.6,71.0,11948,,0,0,1,2,1961-06-01,85.0,Une femme est une femme,1961-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,822387.7066939072,,
177,Mira Nair,Javed Akhtar,Ami Boghani,Riz Ahmed,Liev Schreiber,Kiefer Sutherland,Riz Ahmed,Kate Hudson,Liev Schreiber,Kiefer Sutherland,,Mira Nair,519535.0,6.9,54.0,11726,,0,0,0,3,2012-08-29,130.0,The Reluctant Fundamentalist,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,558175.259781443,,
178,Simon Shore,Patrick Wilde,Patrick Wilde,Ben Silverstone,Brad Gorton,Charlotte Brittain,Ben Silverstone,Brad Gorton,Charlotte Brittain,Stacy Hart,,Simon Shore,1200000.0,7.6,nan,11268,,0,0,3,6,1998-08-01,108.0,Get Real,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,1815875.2623722458,,
179,Michael Herbig,Michael Herbig,Alfons Biedermann,Michael Herbig,Rick Kavanian,Christian Tramitz,Michael Herbig,Rick Kavanian,Christian Tramitz,Anja Kling,,Michael Herbig,76457401.0,5.3,nan,11692,,0,0,2,10,2004-07-22,87.0,,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,99848251.92233624,,
180,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,Goldie Hawn,Chevy Chase,Burgess Meredith,Rachel Roberts,Eugene Roche,,Colin Higgins,44999621.0,6.8,nan,11580,,1,0,8,0,1978-07-14,116.0,Foul Play,1978-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1970,,,170158582.21281856,,
181,Chia-Liang Liu,Kuang Ni,Chia-Hui Liu,Lieh Lo,Chia Yung Liu,Chia-Hui Liu,Lieh Lo,Chia Yung Liu,Norman Chui,Yu Yang,,Chia-Liang Liu,,7.8,nan,11708,,0,0,0,0,1978-02-02,115.0,Shao Lin san shi liu fang,1978-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
182,Wayne Blair,Keith Thompson,Tony Briggs,Chris O'Dowd,Deborah Mailman,Jessica Mauboy,Tanika Lonesborough,Nioka Brennan,Lynette Narkle,Kylie Belling,,Wayne Blair,2448455.0,7.1,67.0,11366,,0,0,25,26,2012-05-19,103.0,The Sapphires,2012-01-01,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,2630558.106168349,,
183,Lasse Hallström,Callie Khouri,Julia Roberts,Dennis Quaid,Robert Duvall,Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick,,Lasse Hallstr�m,50892160.0,5.7,nan,11245,,0,0,2,1,1995-07-20,106.0,Something to Talk About,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,82381176.09834436,,
184,Yimou Zhang,Shi Bao,Shi Bao,Ziyi Zhang,Honglei Sun,Hao Zheng,Ziyi Zhang,Honglei Sun,Hao Zheng,Yulian Zhao,,Yimou Zhang,1280090.0,7.9,71.0,11135,,0,0,6,16,1999-10-16,89.0,Wo de fu qin mu qin,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,1895593.6977937869,,
185,Andrew Erwin,Jon Erwin,Jon Erwin,Andrea Gyertson Nasfell,Sarah Drew,Sean Astin,Patricia Heaton,Sarah Drew,Sean Astin,Patricia Heaton,,Jon Erwin Andrew Erwin,10429707.0,5.5,25.0,11623,,0,0,0,0,2014-04-11,98.0,Moms' Night Out,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,,,10867310.355849402,,
186,Peter Chelsom,Rodman Philbrick,Charles Leavitt,Kieran Culkin,Elden Henson,Sharon Stone,Harry Dean Stanton,Gena Rowlands,Elden Henson,Douglas Bisset,,Peter Chelsom,2643689.0,7.3,nan,11134,,0,0,2,3,1998-05-01,100.0,The Mighty,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,4000507.8804213502,,
