,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
187,Jean Vigo,Jean Guinée,Albert Riéra,Dita Parlo,Jean Dasté,Michel Simon,Michel Simon,Dita Parlo,Jean Dasté,Gilles Margaritis,,Jean Vigo,,7.9,nan,11708,,0,0,1,0,1934-04-24,89.0,L'Atalante,1934-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
188,Charles Shyer,Nancy Meyers,Charles Shyer,Diane Keaton,Sam Shepard,Harold Ramis,Diane Keaton,Sam Shepard,Harold Ramis,Kristina Kennedy,,Charles Shyer,26712476.0,6.2,53.0,11650,,0,0,3,0,1987-09-17,110.0,Baby Boom,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1980,,,57990228.75638284,,
189,Joseph Ruben,David Loughery,David Loughery,Dennis Quaid,Max von Sydow,Christopher Plummer,Dennis Quaid,Max von Sydow,Christopher Plummer,Eddie Albert,,Joseph Ruben,11484000.0,6.3,nan,11548,,0,0,2,1,1984-08-17,99.0,Dreamscape,1984-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,27268539.678250775,,
190,Elliot Silverstein,Walter Newman,Frank Pierson,Jane Fonda,Lee Marvin,Michael Callan,Lee Marvin,Jane Fonda,Michael Callan,Dwayne Hickman,,Elliot Silverstein,20666667.0,6.9,nan,11375,,0,1,14,9,1965-06-24,97.0,Cat Ballou,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,161792946.29237697,,
191,Darren Grant,Tyler Perry,Tyler Perry,Kimberly Elise,Steve Harris,Tyler Perry,Kimberly Elise,Steve Harris,Tyler Perry,Shemar Moore,,Darren Grant,50652203.0,5.7,36.0,11289,,0,0,13,13,2005-02-25,116.0,Diary of a Mad Black Woman,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,63977784.986598216,,
192,Robert Klane,Robert Klane,Robert Klane,Andrew McCarthy,Jonathan Silverman,Terry Kiser,Andrew McCarthy,Jonathan Silverman,Terry Kiser,Troy Byer,,Robert Klane,12741891.0,4.6,nan,11136,,0,0,1,1,1993-07-09,97.0,Weekend at Bernie's II,1993-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,,,21757343.029507317,,
193,Carl Schultz,Clifford Green,Ellen Green,Demi Moore,Michael Biehn,Jürgen Prochnow,Demi Moore,Michael Biehn,Jürgen Prochnow,Peter Friedman,,Carl Schultz,18875011.0,5.9,nan,11209,,0,0,1,1,1988-04-01,97.0,The Seventh Sign,1988-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,39370418.62874792,,
194,Nacho Vigalondo,Nacho Vigalondo,Sasha Grey,Elijah Wood,Neil Maskell,Elijah Wood,Sasha Grey,Neil Maskell,Adam Quintero,Iván González,,Nacho Vigalondo,,5.2,47.0,11832,,0,0,5,2,2014-03-10,100.0,Open Windows,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
195,Hart Bochner,Adam Leff,Zak Penn,Jeremy Piven,Chris Young,Megan Ward,Jeremy Piven,Chris Young,Megan Ward,Jon Favreau,,Hart Bochner,4350774.0,6.6,42.0,11038,,0,0,0,0,1994-04-29,79.0,PCU,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,7240351.302452353,,
196,Jeff Pollack,Jeff Pollack,Benny Medina,Duane Martin,Tupac Shakur,Leon,Duane Martin,Leon,Tupac Shakur,David Bailey,,Jeff Pollack,16036534.0,6.6,nan,11710,,0,0,1,0,1994-03-23,96.0,Above the Rim,1994-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,26687237.680863556,,
197,Charles Walters,John Patrick,Philip Barry,Bing Crosby,Grace Kelly,Frank Sinatra,Bing Crosby,Grace Kelly,Frank Sinatra,Celeste Holm,,Charles Walters,13000000.0,7.0,nan,11507,,2,0,1,0,1956-07-17,111.0,High Society,1956-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,117965554.88877566,,
198,Sam Weisman,Neil Simon,Marc Lawrence,Steve Martin,Goldie Hawn,John Cleese,Steve Martin,Goldie Hawn,John Cleese,Mark McKinney,,Sam Weisman,28535768.0,5.3,33.0,11386,,0,0,0,1,1999-04-02,90.0,The Out-of-Towners,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,42256577.258244045,,
199,James Foley,John Grisham,William Goldman,Chris O'Donnell,Gene Hackman,Faye Dunaway,Chris O'Donnell,Gene Hackman,Faye Dunaway,Robert Prosky,,James Foley,7989000.0,6.0,45.0,11173,,0,0,2,0,1996-10-02,113.0,The Chamber,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,12563842.14854957,,
200,Tony Jaa,Panna Rittikrai,Tony Jaa,Panna Rittikrai,Tony Jaa,Dan Chupong,Sarunyu Wongkrachang,Tony Jaa,Primorata Dejudom,Dan Chupong,,Tony Jaa Panna Rittikrai,14498.0,5.0,38.0,11381,,0,0,3,0,2010-05-05,99.0,Ong-bak 3,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,16400.444666610107,,
201,Peter Webber,Vera Blasi,David Klass,Matthew Fox,Colin Moy,Tommy Lee Jones,Matthew Fox,Tommy Lee Jones,Eriko Hatsune,Toshiyuki Nishida,,Peter Webber,3346265.0,6.5,48.0,11524,,0,0,1,0,2012-09-14,105.0,Emperor,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,3595142.4556046287,,
202,Leonid Gayday,Mikhail A. Bulgakov,Vladlen Bakhnov,Yuriy Yakovlev,Leonid Kuravlyov,Aleksandr Demyanenko,Yuriy Yakovlev,Leonid Kuravlyov,Aleksandr Demyanenko,Saveliy Kramarov,,Leonid Gayday,,8.4,nan,11915,,0,0,0,0,1973-06-01,93.0,Ivan Vasilevich menyaet professiyu,1973-01-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1970,,,,,
203,Federico Fellini,Federico Fellini,Ennio Flaiano,Alberto Sordi,Franco Fabrizi,Franco Interlenghi,Franco Interlenghi,Alberto Sordi,Franco Fabrizi,Leopoldo Trieste,,Federico Fellini,97944.0,8.0,87.0,11749,,1,0,2,4,1953-08-26,107.0,I vitelloni,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,902605.7982437602,,
204,Jac Schaeffer,Jac Schaeffer,Emma Caulfield Ford,Scott Holroyd,Kali Rocha,Emma Caulfield Ford,Scott Holroyd,Kali Rocha,Katherine Von Till,Ho-Kwan Tse,,Jac Schaeffer,46378.0,6.6,nan,11334,,0,0,1,1,2009-04-26,99.0,TiMER,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,53324.20459874055,,
205,Paul Hough,Paul Hough,Paul McCarthy-Boyington,Eddie McGee,Trista Robinson,Paul McCarthy-Boyington,Eddie McGee,Trista Robinson,T. Arthur Cottam,Brianna Lauren Jackson,,Paul Hough,,5.3,32.0,10287,,0,0,2,14,2013-04-11,87.0,The Human Race,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
206,Ulu Grosbard,Jacquelyn Mitchard,Stephen Schiff,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg,Jonathan Jackson,,Ulu Grosbard,27655433.0,6.3,45.0,11280,,0,0,2,3,1999-03-12,106.0,The Deep End of the Ocean,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,40952952.13973886,,
207,Richard Donner,David Mickey Evans,David Mickey Evans,Lorraine Bracco,John Heard,Adam Baldwin,Lorraine Bracco,John Heard,Adam Baldwin,Elijah Wood,,David Mickey Evans Richard Donner,4651977.0,6.9,nan,11070,,0,0,2,1,1992-02-21,114.0,Radio Flyer,1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,8177920.28274429,,
208,Karey Kirkpatrick,Ed Solomon,Chris Matheson,Eddie Murphy,Thomas Haden Church,Yara Shahidi,Eddie Murphy,Thomas Haden Church,Yara Shahidi,Ronny Cox,,Karey Kirkpatrick,16088610.0,5.6,54.0,11482,,0,0,2,1,2009-06-12,107.0,Imagine That,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,18498260.62679165,,
209,William Wyler,Lillian Hellman,John Michael Hayes,Audrey Hepburn,Shirley MacLaine,James Garner,Audrey Hepburn,Shirley MacLaine,James Garner,Miriam Hopkins,,William Wyler,,7.8,nan,11787,,5,0,6,1,1961-12-19,108.0,The Children's Hour,1961-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,,,
210,Reinhard Klooss,Reinhard Klooss,Jessica Postigo,Kellan Lutz,Spencer Locke,Les Bubb,Kellan Lutz,Spencer Locke,Les Bubb,Joe Cappelletti,,Reinhard Klooss,44095996.0,4.8,nan,11220,,0,0,2,0,2013-12-12,94.0,Tarzan,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,,,46691498.207489796,,
211,Henry Hathaway,William H. Wright,Allan Weiss,John Wayne,Dean Martin,Martha Hyer,John Wayne,Dean Martin,Martha Hyer,Michael Anderson Jr.,,Henry Hathaway,23000000.0,7.2,nan,11782,,0,0,0,1,1965-06-23,122.0,The Sons of Katie Elder,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,180059888.93732452,,
212,Dale Launer,Dale Launer,Tate Donovan,Sandra Bullock,Mary Mara,Tate Donovan,Sandra Bullock,Mary Mara,Dale Midkiff,Hillary B. Smith,,Dale Launer,754935.0,5.6,nan,11264,,0,0,0,0,1992-11-13,92.0,Love Potion No. 9,1992-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,1327134.3019652849,,
213,Ivo Caprino,Kjell Aukrust,Kjell Aukrust,Wenche Foss,Per Theodor Haugen,Harald Heide-Steen Jr.,Wenche Foss,Per Theodor Haugen,Harald Heide-Steen Jr.,Leif Juster,,Ivo Caprino,,8.4,nan,11159,,0,0,0,0,1975-08-28,88.0,Fl�klypa Grand Prix,1975-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,,,,,
214,Tim Fehlbaum,Tim Fehlbaum,Oliver Kahl,Lilo Baur,Marco Calamandrei,Lisa Vicari,Lilo Baur,Marco Calamandrei,Lisa Vicari,Lars Eidinger,,Tim Fehlbaum,,5.9,nan,10887,,0,0,15,11,2011-06-28,89.0,Hell,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
215,Josef von Sternberg,Heinrich Mann,Carl Zuckmayer,Emil Jannings,Marlene Dietrich,Kurt Gerron,Emil Jannings,Marlene Dietrich,Kurt Gerron,Rosa Valetti,,Josef von Sternberg,77982.0,7.8,88.0,11443,,0,0,0,0,1930-04-01,106.0,Der blaue Engel,1930-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,1151840.8358083833,,
216,Rufus Norris,Daniel Clay,Mark O'Rowe,Charlie Booty,Lily James,Tim Roth,Charlie Booty,Lily James,Tim Roth,Eloise Laurence,,Rufus Norris,,7.3,53.0,11787,,0,0,18,8,2012-05-17,91.0,Broken,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
217,Rohit Shetty,Hari,Yunus Sajawal,Ajay Devgn,Kajal Aggarwal,Prakash Raj,Ajay Devgn,Kajal Aggarwal,Prakash Raj,Sonali Kulkarni,,Rohit Shetty,345125.0,6.7,nan,11698,,0,0,4,3,2011-07-22,143.0,Singham,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,378465.16404383926,,
218,Eric Red,Eric Red,Famke Janssen,Bobby Cannavale,Ed Westwick,Famke Janssen,Bobby Cannavale,Ed Westwick,Michael Paré,Patricia Charbonneau,,Eric Red,,5.5,nan,11015,,0,0,0,0,2008-07-24,96.0,100 Feet,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
219,Jonathan Lynn,Lowell Ganz,Babaloo Mandel,Michael J. Fox,Kirk Douglas,Nancy Travis,Michael J. Fox,Kirk Douglas,Nancy Travis,Olivia d'Abo,,Jonathan Lynn,13145977.0,6.3,nan,11210,,0,0,0,0,1994-03-04,113.0,Greedy,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,21876910.107019734,,
220,Fabián Bielinsky,Fabián Bielinsky,Pablo De Santis,Ricardo Darín,Manuel Rodal,Dolores Fonzi,Ricardo Darín,Dolores Fonzi,Pablo Cedrón,Nahuel Pérez Biscayart,,Fabi�n Bielinsky,56103.0,7.2,78.0,11705,,0,0,7,11,2005-09-15,134.0,El aura,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,70862.57770670152,,
221,Tim Sullivan,Chris Kobin,Tim Sullivan,Robert Englund,Lin Shaye,Giuseppe Andrews,Robert Englund,Lin Shaye,Giuseppe Andrews,Jay Gillespie,,Tim Sullivan,,5.4,nan,10921,,0,0,1,0,2005-07-09,87.0,2001 Maniacs,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
222,Gustavo Taretto,Gustavo Taretto,Javier Drolas,Pilar López de Ayala,Inés Efron,Javier Drolas,Pilar López de Ayala,Inés Efron,Adrián Navarro,Rafael Ferro,,Gustavo Taretto,1734.0,7.5,60.0,11816,,0,0,7,3,2011-02-01,95.0,Medianeras,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,1901.509871646555,,
223,Rod Hardy,Ronald Kinnoch,Michael Noonan,Daniel Radcliffe,Teresa Palmer,Lee Cormie,Daniel Radcliffe,Lee Cormie,Christian Byers,James Fraser,,Rod Hardy,46474.0,6.6,56.0,11001,,0,0,0,2,2007-09-09,105.0,December Boys,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,55288.91171973974,,
224,John Ford,James Kevin McGuinness,James Warner Bellah,John Wayne,Maureen O'Hara,Ben Johnson,John Wayne,Maureen O'Hara,Ben Johnson,Claude Jarman Jr.,,John Ford,,7.2,nan,11545,,0,0,1,0,1950-11-01,105.0,Rio Grande,1950-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,,,
225,Peter Hyams,Peter Hyams,Douglas Morrow,Jesse Metcalfe,Amber Tamblyn,Michael Douglas,Jesse Metcalfe,Amber Tamblyn,Michael Douglas,Joel David Moore,,Peter Hyams,32409.0,5.9,35.0,11312,,0,0,0,0,2009-07-10,106.0,Beyond a Reasonable Doubt,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,37263.015801470145,,
226,Casey La Scala,Ralph Sall,Adam Brody,Joey Kern,Mike Vogel,Mike Vogel,Vince Vieluf,Adam Brody,Joey Kern,Jennifer Morrison,,Casey La Scala,5111630.0,6.0,30.0,10832,,0,0,0,0,2003-08-13,105.0,Grind,2003-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,6854164.406967911,,
227,Garry Marshall,Alexandra Rose,Blair Richwood,Juliette Lewis,Diane Keaton,Giovanni Ribisi,Juliette Lewis,Diane Keaton,Tom Skerritt,Giovanni Ribisi,,Garry Marshall,27797271.0,6.5,28.0,10969,,0,0,2,0,1999-02-26,129.0,The Other Sister,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,41162989.88623144,,
228,Mark Robson,George Fox,Mario Puzo,Charlton Heston,Ava Gardner,George Kennedy,Charlton Heston,Ava Gardner,George Kennedy,Lorne Greene,,Mark Robson,79700000.0,5.8,nan,11532,,0,1,7,2,1974-11-15,123.0,Earthquake,1974-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1970,,,398705816.48799765,,
229,Paul Lynch,William Gray,Robert Guza Jr.,Leslie Nielsen,Jamie Lee Curtis,Casey Stevens,Leslie Nielsen,Jamie Lee Curtis,Casey Stevens,Anne-Marie Martin,,Paul Lynch,14796236.0,5.4,45.0,11706,,0,0,2,0,1980-07-18,92.0,Prom Night,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,44288879.41791845,,
230,Cristi Puiu,Cristi Puiu,Razvan Radulescu,Doru Ana,Monica Barladeanu,Alina Berzunteanu,Doru Ana,Monica Barladeanu,Alina Berzunteanu,Dorian Boguta,,Cristi Puiu,79943.0,8.0,86.0,11409,,0,0,14,29,2005-05-17,153.0,Moartea domnului L�z�rescu,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,100974.40510501826,,
231,Sam Firstenberg,Paul De Mielche,Avi Kleinberger,Michael Dudikoff,Steve James,Judie Aronson,Michael Dudikoff,Steve James,Judie Aronson,Guich Koock,,Sam Firstenberg,10499694.0,5.4,nan,11474,,0,0,0,0,1985-08-30,95.0,American Ninja,1985-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,24077617.153548926,,
232,Aleksey Balabanov,Aleksey Balabanov,Sergey Bodrov,Viktor Sukhorukov,Svetlana Pismichenko,Sergey Bodrov,Viktor Sukhorukov,Svetlana Pismichenko,Mariya Zhukova,Yuriy Kuznetsov,,Aleksey Balabanov,,8.0,nan,12289,,0,0,5,8,1997-05-17,96.0,Brat,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,,,
233,Joy Batchelor,John Halas,George Orwell,Lothar Wolff,Gordon Heath,Maurice Denham,Maurice Denham,Halas & Batchelor,Central Intelligence Agency ,nan,,John Halas Joy Batchelor,,7.2,nan,11759,,0,0,0,0,1954-12-29,72.0,Animal Farm,1954-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1950,,,,,
234,Luis Buñuel,Luis Buñuel,Jean-Claude Carrière,Jean-Claude Brialy,Adolfo Celi,Michel Piccoli,Adriana Asti,Julien Bertheau,Jean-Claude Brialy,Adolfo Celi,,Luis Bu�uel,6172.0,8.0,nan,11481,,0,0,0,2,1974-09-11,104.0,Le fant�me de la libert�,1974-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,30875.93851146702,,
