,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre: History,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R
7155,William A. Wellman,Harry d'Abbadie d'Arrast,John Monk Saunders,Hope Loring,Clara Bow,Charles 'Buddy' Rogers,Richard Arlen,Clara Bow,Charles 'Buddy' Rogers,Richard Arlen,2000000.0,Harry d'Abbadie d'Arrast William A. Wellman,,7.7,nan,8997,,0,2,1,3,1927-05-19,144.0,Wings,1927-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7156,Farhad Mann,Farhad Mann,Michael Miner,Patrick Bergin,Matt Frewer,Austin O'Brien,Patrick Bergin,Matt Frewer,Austin O'Brien,Ely Pouget,15000000.0,Farhad Mann,2409225.0,2.4,29.0,8413,,0,0,1,0,1996-01-12,93.0,Lawnmower Man 2: Beyond Cyberspace,1996-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7157,Rudolph Maté,Russell Rouse,Clarence Greene,Edmond O'Brien,Pamela Britton,Luther Adler,Edmond O'Brien,Pamela Britton,Luther Adler,Beverly Garland,,Rudolph Mat�,,7.4,nan,8703,,0,0,0,1,1949-12-22,83.0,D.O.A.,1949-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7158,Robert D. Siegel,Robert D. Siegel,Patton Oswalt,Kevin Corrigan,Michael Rapaport,Patton Oswalt,Kevin Corrigan,Michael Rapaport,Marcia Jean Kurtz,Serafina Fiore,,Robert D. Siegel,234422.0,6.7,70.0,8352,,0,0,5,1,2009-01-18,88.0,Big Fan,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7159,George Sherman,John Wayne,Harry Julian Fink,Rita M. Fink,John Wayne,Richard Boone,Maureen O'Hara,John Wayne,Richard Boone,Maureen O'Hara,4800000.0,John Wayne George Sherman,25350000.0,7.2,nan,9047,,0,0,1,0,1971-05-26,110.0,Big Jake,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7160,Bruce A. Evans,Bruce A. Evans,Raynold Gideon,Christian Slater,Milla Jovovich,Ric Roman Waugh,Christian Slater,Milla Jovovich,Ric Roman Waugh,Steve Holladay,,Bruce A. Evans,21142815.0,5.8,nan,8545,,0,0,1,1,1992-01-10,102.0,Kuffs,1992-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7161,Lloyd Bacon,Rian James,James Seymour,Warner Baxter,Bebe Daniels,George Brent,Warner Baxter,Bebe Daniels,George Brent,Ruby Keeler,439000.0,Lloyd Bacon,2300000.0,7.6,nan,8795,,2,0,0,1,1933-02-23,89.0,42nd Street,1933-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7162,Gen Sekiguchi,Taku Tada,Tadanobu Asano,Reika Hashimoto,Kyôko Koizumi,Tadanobu Asano,Reika Hashimoto,Kyôko Koizumi,Hiroshi Abe,Ittoku Kishibe,,Gen Sekiguchi,,7.7,nan,8416,,0,0,1,3,2004-08-07,120.0,Survive Style 5+,2004-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7163,Stuart Millar,Charles Portis,Martha Hyer,John Wayne,Katharine Hepburn,Anthony Zerbe,John Wayne,Katharine Hepburn,Anthony Zerbe,Richard Jordan,,Stuart Millar,8022000.0,6.9,nan,8911,,0,0,0,0,1975-10-17,108.0,Rooster Cogburn,1975-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7164,Tayfun Güneyer,Tayfun Güneyer,Mehmet Ali Erbil,Petek Dinçöz,Özcan Deniz,Mehmet Ali Erbil,Petek Dinçöz,Özcan Deniz,Ahu Türkpençe,Gazanfer Özcan,,Tayfun G�neyer,,1.8,nan,8762,1340723.0,0,0,0,0,2006-01-06,105.0,Keloglan Karaprens'e Karsi,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7165,Roberto Benigni,Roberto Benigni,Vincenzo Cerami,Roberto Benigni,Nicoletta Braschi,Paolo Bonacelli,Roberto Benigni,Nicoletta Braschi,Paolo Bonacelli,Franco Volpi,,Roberto Benigni,574392.0,7.2,nan,8590,,0,0,2,5,1991-10-24,102.0,Johnny Stecchino,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7166,Lewis Teague,John Sayles,John Sayles,Robert Forster,Robin Riker,Michael V. Gazzo,Robert Forster,Robin Riker,Michael V. Gazzo,Dean Jagger,1500000.0,Lewis Teague,,5.9,nan,8696,,0,0,2,0,1980-07-02,91.0,Alligator,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7167,Leonid Gayday,Leonid Gayday,Yakov Kostyukovskiy,Aleksandr Demyanenko,Mikhail Pugovkin,Aleksei Smirnov,Aleksandr Demyanenko,Mikhail Pugovkin,Aleksei Smirnov,Vladimir Basov,,Leonid Gayday,,8.7,nan,9180,,0,0,1,0,1965-07-23,95.0,Operatsiya 'Y' i drugie priklyucheniya Shurika,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7168,Lee Kirk,Lee Kirk,Jenna Fischer,Chris Messina,Topher Grace,Jenna Fischer,Chris Messina,Malin Akerman,Rich Sommer,Lucy Punch,,Lee Kirk,5360.0,6.7,43.0,8534,,0,0,0,0,2012-04-27,95.0,The Giant Mechanical Man,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7169,H.C. Potter,Eric Hodgins,Norman Panama,Cary Grant,Myrna Loy,Melvyn Douglas,Cary Grant,Myrna Loy,Melvyn Douglas,Reginald Denny,,H.C. Potter,,7.3,nan,8642,,0,0,1,0,1948-03-25,94.0,Mr. Blandings Builds His Dream House,1948-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7170,Ruben Alves,Ruben Alves,Luc-Olivier Veuve,Rita Blanco,Joaquim de Almeida,Roland Giraud,Rita Blanco,Joaquim de Almeida,Roland Giraud,Chantal Lauby,5241090.146750525,Ruben Alves,,7.3,nan,8617,,0,0,8,8,2013-01-17,90.0,La cage dor�e,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7171,Brett Simmons,Brett Simmons,Brett Simmons,Devon Graye,Wes Chatham,C.J. Thomason,Devon Graye,Wes Chatham,C.J. Thomason,Tammin Sursok,,Brett Simmons,,5.1,nan,8560,,0,0,0,0,2011-01-28,83.0,Husk,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7172,Pablo Berger,Pablo Berger,Maribel Verdú,Emilio Gavira,Daniel Giménez Cacho,Daniel Giménez Cacho,Ramón Barea,Inma Cuesta,Ángela Molina,Ignacio Mateos,,Pablo Berger,2585522.0,7.5,82.0,8673,,0,0,55,47,2012-09-08,104.0,Blancanieves,2012-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7173,Takeshi Kitano,Hisashi Nozawa,Takeshi Kitano,Maiko Kawakami,Makoto Ashikawa,Takeshi Kitano,Maiko Kawakami,Makoto Ashikawa,Shirô Sano,Sei Hiraizumi,,Takeshi Kitano,1960.0,7.2,nan,8727,,0,0,1,3,1989-08-12,103.0,Sono otoko ky�b� ni tsuki,1989-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7174,Simon Fellows,Dan Harris,James Portolese,Jean-Claude Van Damme,Stephen Rea,Selina Giles,Jean-Claude Van Damme,Selina Giles,Mark Dymond,William Ash,15000000.0,Simon Fellows,214059.0,6.0,nan,8432,,0,0,0,0,2007-03-17,101.0,Until Death,2007-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7175,Anthony Hickox,Anthony Hickox,Zach Galligan,Deborah Foreman,Jennifer Bassey,Zach Galligan,Jennifer Bassey,Joe Baker,Deborah Foreman,Michelle Johnson,,Anthony Hickox,808114.0,6.2,nan,8869,,0,0,4,2,1988-06-17,95.0,Waxwork,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7176,Ananta Jalil,Ananta Jalil,Ananta Jalil,Afiea Nusrat Barsha,Misa Sawdagar,Ananta Jalil,Afiea Nusrat Barsha,Misa Sawdagar,Sucharita,Abdur Razzak,130000.0,Ananta Jalil,3223774.0,7.7,nan,8012,,0,0,0,0,2013-08-08,151.0,Nisshartho Bhalobasha: What is Love!,2013-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7177,Michael Anderson,Luciano Vincenzoni,Sergio Donati,Richard Harris,Charlotte Rampling,Will Sampson,Richard Harris,Charlotte Rampling,Will Sampson,Bo Derek,,Michael Anderson,14717854.0,5.6,nan,8696,,0,0,0,0,1977-07-15,92.0,Orca,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7178,Alejandro Brugués,Alejandro Brugués,Alexis Díaz de Villegas,Jorge Molina,Andros Perugorría,Alexis Díaz de Villegas,Jorge Molina,Andros Perugorría,Andrea Duro,Jazz Vilá,,Alejandro Brugu�s,18005.0,6.5,nan,8569,,0,0,2,7,2011-09-10,92.0,Juan de los muertos,2011-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7179,Stephen Gaghan,Stephen Gaghan,Katie Holmes,Benjamin Bratt,Charlie Hunnam,Katie Holmes,Benjamin Bratt,Charlie Hunnam,Zooey Deschanel,Fred Ward,25000000.0,Stephen Gaghan,12302219.0,4.9,36.0,8327,,0,0,1,0,2002-03-01,99.0,Abandon,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7180,Ivan Reitman,Ivan Reitman,Jim Cash,Robert Redford,Debra Winger,Daryl Hannah,Robert Redford,Debra Winger,Daryl Hannah,Brian Dennehy,40000000.0,Ivan Reitman,93151591.0,5.9,nan,8481,,0,0,0,1,1986-06-18,116.0,Legal Eagles,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7181,Mickey Liddell,John Travis,Rebecca Sonnenshine,Haley Bennett,Chace Crawford,Jake Weber,Haley Bennett,Jake Weber,Chace Crawford,Shannon Woodward,5000000.0,Mickey Liddell,13350177.0,3.9,28.0,8309,,0,0,1,0,2008-10-31,82.0,The Haunting of Molly Hartley,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7182,Sam Wood,Sidney Franklin,R.C. Sherriff,Claudine West,Robert Donat,Greer Garson,Terry Kilburn,Robert Donat,Greer Garson,Terry Kilburn,,Sam Wood Sidney Franklin,,7.8,nan,8509,,0,1,8,1,1939-05-15,114.0,Goodbye Mr. Chips,1939-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7183,Brian King,Brian King,Danny Glover,Leelee Sobieski,Steve Zahn,Danny Glover,Leelee Sobieski,Steve Zahn,Matthias Schweighöfer,Takatsuna Mukai,,Brian King,,5.7,nan,8272,,0,0,0,0,2009-04-15,83.0,Night Train,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7184,Benson Lee,Brin Hill,Chris Parker,Josh Holloway,Laz Alonso,Josh Peck,Josh Holloway,Laz Alonso,Josh Peck,Caity Lotz,20000000.0,Benson Lee,16549477.0,5.1,29.0,8443,,0,0,1,0,2013-09-19,110.0,Battle of the Year,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7185,Jessy Terrero,L. Philippe Casseus,50 Cent,Robert De Niro,Forest Whitaker,50 Cent,Forest Whitaker,Robert De Niro,Malcolm Goodwin,Ryan O'Nan,11000000.0,Jessy Terrero,,4.6,nan,8545,,0,0,0,0,2012-08-10,96.0,Freelancers,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7186,Vladimir Menshov,Valentin Chernykh,Vladimir Menshov,Vera Alentova,Aleksey Batalov,Irina Muravyova,Vera Alentova,Aleksey Batalov,Irina Muravyova,Raisa Ryazanova,900000.0,Vladimir Menshov,2500000.0,8.2,nan,9062,,0,1,1,2,1980-02-11,150.0,Moskva slezam ne verit,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7187,Andy Cheng,Robert Foreman,Daniel Sadek,Nathan Phillips,Nadia Bjorlin,Eddie Griffin,Nathan Phillips,Nadia Bjorlin,Angus Macfadyen,Eddie Griffin,26000000.0,Andy Cheng,6877133.0,4.0,24.0,8180,,0,0,1,0,2007-04-13,95.0,Redline,2007-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7188,Shoaib Mansoor,Shoaib Mansoor,Faiza Mujahid,Shaan Shahid,Fawad Khan,Iman Ali,Shaan Shahid,Fawad Khan,Iman Ali,Austin Marie Sayre,,Shoaib Mansoor,,8.5,nan,8417,,0,0,1,2,2007-07-07,168.0,Khuda Kay Liye,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7189,Samuel Fuller,Samuel Fuller,Peter Breck,Constance Towers,Gene Evans,Peter Breck,Constance Towers,Gene Evans,James Best,Hari Rhodes,,Samuel Fuller,,7.5,nan,8973,,0,0,0,2,1963-09-11,101.0,Shock Corridor,1963-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7190,Robert Wise,John Gay,Edward L. Beach,Clark Gable,Burt Lancaster,Jack Warden,Clark Gable,Burt Lancaster,Jack Warden,Brad Dexter,,Robert Wise,,7.4,nan,8612,,0,0,1,0,1958-03-27,93.0,Run Silent Run Deep,1958-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7191,Joseph L. Mankiewicz,William Shakespeare,Louis Calhern,Marlon Brando,James Mason,Marlon Brando,James Mason,John Gielgud,Louis Calhern,Edmond O'Brien,2070000.0,Joseph L. Mankiewicz,3920000.0,7.4,nan,8671,,0,1,7,6,1953-05-08,120.0,Julius Caesar,1953-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7192,Neil Jordan,Pat McCabe,Neil Jordan,Stephen Rea,Fiona Shaw,Eamonn Owens,Eamonn Owens,Sean McGinley,Peter Gowen,Alan Boyle,,Neil Jordan,1822193.0,7.2,nan,8321,,0,0,11,10,1997-07-13,110.0,The Butcher Boy,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7193,John R. Cherry III,Ed Turner,B. Kline,Jim Varney,Douglas Seale,Oliver Clark,Jim Varney,Douglas Seale,Oliver Clark,Noelle Parker,6000000.0,John R. Cherry III,28202109.0,5.6,nan,8782,,0,0,0,0,1988-11-11,95.0,Ernest Saves Christmas,1988-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7194,Clive Donner,Woody Allen,Peter Sellers,Peter O'Toole,Romy Schneider,Peter Sellers,Peter O'Toole,Romy Schneider,Capucine,Paula Prentiss,,Clive Donner,18820000.0,6.2,nan,8391,,1,0,3,0,1965-06-22,108.0,What's New Pussycat,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7195,Steven Soderbergh,Lem Dobbs,Jeremy Irons,Theresa Russell,Joel Grey,Jeremy Irons,Theresa Russell,Joel Grey,Ian Holm,Jeroen Krabbé,11000000.0,Steven Soderbergh,1059071.0,6.9,46.0,8465,,0,0,1,1,1991-11-15,98.0,Kafka,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7196,Silvio Soldini,Silvio Soldini,Doriana Leondeff,Licia Maglietta,Bruno Ganz,Giuseppe Battiston,Licia Maglietta,Bruno Ganz,Giuseppe Battiston,Antonio Catania,,Silvio Soldini,5311177.0,7.4,68.0,8275,,0,0,13,32,2000-02-29,114.0,Pane e tulipani,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7197,Alan Metter,Amy Spies,Biff Yeager,Kristi Somers,Richard Blade,Biff Yeager,Kristi Somers,Richard Blade,Ian Michael Giatti,Shannen Doherty,,Alan Metter,6326051.0,6.0,nan,8484,,0,0,0,0,1985-04-12,90.0,Girls Just Want to Have Fun,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7198,Chris Columbus,Chris Columbus,John Candy,Maureen O'Hara,Ally Sheedy,John Candy,Maureen O'Hara,Ally Sheedy,Kevin Dunn,Milo O'Shea,,Chris Columbus,25092802.0,6.3,nan,8622,,0,0,0,0,1991-05-24,104.0,Only the Lonely,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7199,Koen Mortier,Herman Brusselmans,Koen Mortier,Dries Vanhegen,Norman Baert,Gunter Lamoot,Dries Vanhegen,Norman Baert,Gunter Lamoot,Sam Louwyck,,Koen Mortier,,7.0,36.0,8581,,0,0,2,3,2007-01-31,90.0,Ex Drummer,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7200,Woo-Ping Yuen,Chi Yuan Hsi,Huo An Hsi,Jackie Chan,Siu Tin Yuen,Jang Lee Hwang,Jackie Chan,Siu Tin Yuen,Jang Lee Hwang,Dean Shek,,Woo-Ping Yuen,,7.5,nan,8834,,0,0,0,0,1978-03-01,98.0,Se ying diu sau,1978-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7201,Andrew Scheinman,Gregory K. Pincus,Gregory K. Pincus,Luke Edwards,Timothy Busfield,John Ashton,Luke Edwards,Timothy Busfield,John Ashton,Ashley Crow,,Andrew Scheinman,12211068.0,6.1,nan,8363,,0,0,2,0,1994-06-29,119.0,Little Big League,1994-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7202,James Dearden,James Dearden,Nick Leeson,Ewan McGregor,Anna Friel,Yves Beneyton,Ewan McGregor,Anna Friel,Yves Beneyton,Betsy Brantley,12800000.0,James Dearden,,6.3,nan,8391,169804.94557352294,0,0,0,0,1999-06-25,101.0,Rogue Trader,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
