,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1215,Michael Hoffman,Ethan Canin,Neil Tolkin,Kevin Kline,Emile Hirsch,Joel Gretsch,Kevin Kline,Emile Hirsch,Embeth Davidtz,Rob Morrow,12500000.0,Michael Hoffman,14060950.0,6.9,49.0,15227,,0,0,2,0,2002-09-09,109.0,The Emperor's Club,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1560950.0,17141695.621959694,19282282.004447535,,2140586.3824878386
1216,Gina Prince-Bythewood,Gina Prince-Bythewood,Sanaa Lathan,Omar Epps,Glenndon Chatman,Glenndon Chatman,Jess Willard,Chris Warren,Kyla Pratt,Alfre Woodard,20000000.0,Gina Prince-Bythewood,27441122.0,7.2,70.0,15675,,0,0,15,12,2000-01-26,124.0,Love & Basketball,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,7441122.0,28649128.919860628,39308212.09418119,,10659083.174320558
1217,John Sturges,Millard Kaufman,Don McGuire,Spencer Tracy,Robert Ryan,Anne Francis,Spencer Tracy,Robert Ryan,Anne Francis,Dean Jagger,1271000.0,John Sturges,3788000.0,7.8,nan,16018,,3,0,5,3,1955-01-13,81.0,Bad Day at Black Rock,1955-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,2517000.0,11709292.212885154,34897560.11204482,,23188267.899159666
1218,Dario Argento,Dario Argento,Dario Argento,Anthony Franciosa,Giuliano Gemma,Christian Borromeo,Anthony Franciosa,Christian Borromeo,Mirella D'Angelo,Veronica Lario,,Dario Argento,,7.2,nan,16117,,0,0,0,0,1982-10-27,101.0,Tenebre,1982-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,,,
1219,Kaige Chen,Sean French,Kara Lindstrom,Heather Graham,Joseph Fiennes,Natascha McElhone,Heather Graham,Joseph Fiennes,Natascha McElhone,Ulrich Thomsen,25000000.0,Kaige Chen,,5.5,nan,15374,,0,0,0,0,2002-02-23,100.0,Killing Me Softly,2002-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,34283391.24391939,,,
1220,Gregor Jordan,Bret Easton Ellis,Nicholas Jarecki,Billy Bob Thornton,Kim Basinger,Mickey Rourke,Jon Foster,Billy Bob Thornton,Austin Nichols,Amber Heard,18000000.0,Gregor Jordan,300000.0,5.0,20.0,14903,,0,0,0,0,2008-10-01,98.0,The Informers,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-17700000.0,20622909.71804753,343715.16196745884,,-20279194.556080073
1221,Shin'ya Tsukamoto,Shin'ya Tsukamoto,Tomorô Taguchi,Kei Fujiwara,Nobu Kanaoka,Tomorô Taguchi,Kei Fujiwara,Nobu Kanaoka,Shin'ya Tsukamoto,Naomasa Musaka,,Shin'ya Tsukamoto,,7.0,nan,15696,,0,0,0,2,1989-06-01,67.0,Tetsuo,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980,,,,,
1222,Reginald Hudlin,Jay Scherick,David Ronn,Matthew Perry,Elizabeth Hurley,Bruce Campbell,Matthew Perry,Elizabeth Hurley,Vincent Pastore,Bruce Campbell,29000000.0,Reginald Hudlin,20146150.0,5.3,18.0,15216,,0,0,0,0,2002-08-20,99.0,Serving Sara,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-8853850.0,39768733.84294649,27627133.700347465,,-12141600.142599028
1223,Christian Volckman,Alexandre de La Patellière,Matthieu Delaporte,Daniel Craig,Catherine McCormack,Jonathan Pryce,Daniel Craig,Romola Garai,Ian Holm,Kevork Malikyan,11623080.116230803,Christian Volckman,63260.0,6.7,57.0,14803,,0,0,1,2,2006-03-15,105.0,Renaissance,2006-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-11559820.116230803,14222083.661112646,77405.38681701371,,-14144678.274295632
1224,Arthur Allan Seidelman,Aubrey Wisberg,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,James Karen,Ernest Graves,,Arthur Allan Seidelman,,3.2,nan,15050,,0,0,0,0,1970-02-25,75.0,Hercules in New York,1970-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,,,,,
1225,Jeannot Szwarc,David Odell,Helen Slater,Faye Dunaway,Peter O'Toole,Faye Dunaway,Helen Slater,Peter O'Toole,Hart Bochner,Mia Farrow,35000000.0,Jeannot Szwarc,13600000.0,4.3,nan,15616,,0,0,3,0,1984-07-19,105.0,Supergirl,1984-01-01,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-21400000.0,83106834.61675175,32292941.45108068,,-50813893.16567107
1226,Tom Shankland,Paul Andrew Williams,Tom Shankland,Eva Birthistle,Stephen Campbell Moore,Jeremy Sheffield,Eva Birthistle,Stephen Campbell Moore,Jeremy Sheffield,Rachel Shelley,,Tom Shankland,,6.0,nan,15495,67236.06736957416,0,0,6,1,2008-12-05,84.0,The Children,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,77033.5192866272,
1227,Marc Abraham,Philip Railsback,John Seabrook,Greg Kinnear,Lauren Graham,Alan Alda,Greg Kinnear,Tim Eddis,Warren Belle,Karl Pruner,20000000.0,Marc Abraham,4234040.0,7.0,57.0,15244,,0,0,0,1,2008-09-07,119.0,Flash of Genius,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-15765960.0,22914344.131163925,4851012.4812556645,,-18063331.64990826
1228,Kenji Mizoguchi,Matsutarô Kawaguchi,Hisakazu Tsuji,Masayuki Mori,Machiko Kyô,Kinuyo Tanaka,Machiko Kyô,Mitsuko Mito,Kinuyo Tanaka,Masayuki Mori,,Kenji Mizoguchi,6154.0,8.2,nan,16329,,1,0,1,4,1953-03-26,96.0,Ugetsu monogatari,1953-01-01,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,56712.36709131851,,
1229,Peter Bogdanovich,Buck Henry,David Newman,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Kenneth Mars,4000000.0,Peter Bogdanovich,66000000.0,7.8,nan,15842,,0,0,0,1,1972-03-09,94.0,What's Up Doc?,1972-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,62000000.0,23595280.986560762,389322136.27825254,,365726855.2916918
1230,Henry Selick,Kaja Blackley,Sam Hamm,Brendan Fraser,Bridget Fonda,John Turturro,Brendan Fraser,Bridget Fonda,John Turturro,Chris Kattan,75000000.0,Henry Selick,2210366.0,4.7,40.0,15187,,0,0,3,0,2001-02-23,93.0,Monkeybone,2001-01-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-72789634.0,104481409.99539131,3079228.750478308,,-101402181.244913
1231,Tom Vaughan,Robert Nelson Jacobs,Geeta Anand,Brendan Fraser,Keri Russell,Harrison Ford,Brendan Fraser,Harrison Ford,Keri Russell,Meredith Droeger,31000000.0,Tom Vaughan,11854694.0,6.5,45.0,15119,,0,0,0,1,2010-01-22,106.0,Extraordinary Measures,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,-19145306.0,35067856.57779785,13410280.9343768,,-21657575.643421054
1232,Makoto Kamiya,Shotaro Suga,Alexander Von David,Matthew Mercer,Dave Wittenberg,Wendee Lee,Matthew Mercer,Dave Wittenberg,Wendee Lee,Val Tasso,,Makoto Kamiya,2240021.0,6.6,nan,16129,,0,0,0,0,2012-09-24,100.0,Biohazard: Damnation,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,2406621.8899417515,,
1233,Dito Montiel,Dito Montiel,Channing Tatum,Al Pacino,Juliette Binoche,Al Pacino,Channing Tatum,James Ransone,Ray Liotta,Katie Holmes,15000000.0,Dito Montiel,1335012.0,5.1,36.0,15127,,0,0,1,0,2011-01-30,90.0,The Son of No One,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-13664988.0,16449047.332582654,1463978.3718377224,,-14985068.960744934
1234,Ole Christian Madsen,Lars Kristian Andersen,Ole Christian Madsen,Thure Lindhardt,Mads Mikkelsen,Stine Stengade,Thure Lindhardt,Mads Mikkelsen,Stine Stengade,Peter Mygind,9512937.595129374,Ole Christian Madsen,10186084.0,7.3,74.0,15582,,0,0,15,9,2008-03-28,130.0,Flammen & Citronen,2008-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,673146.4048706256,10899136.287654072,11670371.706247138,,771235.4185930657
1235,Alain Resnais,Alain Robbe-Grillet,Delphine Seyrig,Giorgio Albertazzi,Sacha Pitoëff,Delphine Seyrig,Giorgio Albertazzi,Sacha Pitoëff,Françoise Bertin,Luce Garcia-Ville,,Alain Resnais,143381.0,7.9,nan,16192,,1,0,3,2,1961-06-25,94.0,L'ann�e derni�re � Marienbad,1961-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,1183194.2420425767,,
1236,John Mackenzie,Barrie Keeffe,Bob Hoskins,Helen Mirren,Paul Freeman,Paul Freeman,Leo Dolan,Kevin McNally,Patti Love,P.H. Moriarty,,John Mackenzie,,7.7,nan,15527,,0,0,1,2,1980-08-01,114.0,The Long Good Friday,1980-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,,,
1237,Nuri Bilge Ceylan,Ebru Ceylan,Ercan Kesal,Yavuz Bingöl,Hatice Aslan,Ahmet Rifat Sungar,Yavuz Bingöl,Hatice Aslan,Ahmet Rifat Sungar,Ercan Kesal,,Nuri Bilge Ceylan,41343.0,7.4,73.0,15786,,0,0,5,11,2008-05-16,109.0,�� Maymun,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,47367.3864707355,,
1238,John Ford,Henry Hathaway,James R. Webb,James Stewart,John Wayne,Gregory Peck,Carroll Baker,Lee J. Cobb,Henry Fonda,Carolyn Jones,15000000.0,George Marshall John Ford Henry Hathaway Richard Thorpe,50000000.0,7.1,nan,15703,,0,3,5,7,1962-11-01,164.0,How the West Was Won,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1960,35000000.0,122315206.61157025,407717355.3719008,,285402148.76033056
1239,Warren Beatty,Buck Henry,Elaine May,Warren Beatty,Warren Beatty,James Mason,Julie Christie,Warren Beatty,Julie Christie,James Mason,,Warren Beatty Buck Henry,81640278.0,6.9,72.0,15572,,0,1,13,8,1978-06-28,101.0,Heaven Can Wait,1978-01-01,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,,308709132.3711451,,
1240,Jan Kounen,Joël Houssin,Vincent Cassel,Tchéky Karyo,Monica Bellucci,Vincent Cassel,Tchéky Karyo,Monica Bellucci,Antoine Basler,Dominique Bettenfeld,,Jan Kounen,,6.6,nan,15147,,0,0,0,0,1997-06-18,103.0,Dobermann,1997-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,,,
1241,Barbet Schroeder,Eleazar Lipsky,Ben Hecht,David Caruso,Samuel L. Jackson,Nicolas Cage,David Caruso,Samuel L. Jackson,Nicolas Cage,Helen Hunt,40000000.0,Barbet Schroeder,14942422.0,5.9,nan,15152,,0,0,1,0,1995-04-21,101.0,Kiss of Death,1995-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-25057578.0,64749600.80165145,24187896.48774536,,-40561704.313906096
1242,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,Michael Keaton,Melanie Griffith,Matthew Modine,Michael Keaton,Mako,Nobu McCarthy,18000000.0,John Schlesinger,44926706.0,6.4,nan,15352,,0,0,0,0,1990-09-28,102.0,Pacific Heights,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,26926706.0,33982080.498496614,84816829.99023838,,50834749.49174176
1243,James Nguyen,James Nguyen,James Nguyen,Alan Bagh,Whitney Moore,Tippi Hedren,Alan Bagh,Whitney Moore,Tippi Hedren,Janae Caster,10000.0,James Nguyen,,1.8,nan,17106,,0,0,0,0,2010-02-27,105.0,Birdemic: Shock and Terror,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,11312.211799289631,,,
1244,Aleksandr Sokurov,Boris Khaimsky,Anatoli Nikiforov,Sergey Dreyden,Mariya Kuznetsova,Leonid Mozgovoy,Sergey Dreyden,Mariya Kuznetsova,Leonid Mozgovoy,Mikhail Piotrovsky,,Aleksandr Sokurov,37439.0,7.4,86.0,15945,,0,0,15,10,2002-05-22,99.0,Russkiy kovcheg,2002-01-01,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,51341.43539124392,,
1245,Paul Schrader,DeWitt Bodeen,Alan Ormsby,Nastassja Kinski,Malcolm McDowell,John Heard,Nastassja Kinski,Malcolm McDowell,John Heard,Annette O'Toole,18000000.0,Paul Schrader,7000000.0,6.1,62.0,15800,,0,0,1,0,1982-04-02,118.0,Cat People,1982-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,-11000000.0,46010797.92746114,17893088.082901556,,-28117709.844559584
1246,Takashi Miike,Yasushi Akimoto,Minako Daira,Ko Shibasaki,Shin'ichi Tsutsumi,Kazue Fukiishi,Ko Shibasaki,Shin'ichi Tsutsumi,Kazue Fukiishi,Anna Nagata,,Takashi Miike,,6.2,54.0,15137,542580.0,0,0,0,0,2003-11-03,112.0,Chakushin ari,2003-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,727543.3714749796,
1247,Kaare Andrews,Angela Bettis,Ant Timpson,Nacho Vigalondo,Ingrid Bolsø Berdal,Iván González,Kyra Zagorsky,Eva Llorach,Miquel Insua,Alejandra Urdiaín,,Yoshihiro Nishimura Xavier Gens Yudai Yamaguchi Marcel Sarmiento H�l�ne Cattet Jake West Lee Hardcastle Thomas Cappelen Malling Jason Eisener Kaare Andrews Srdjan Spasojevic Jorge Michel Grau Banjong Pisanthanakun Ben Wheatley Bruno Forzani Adri�n Garc�a Bogliano Nacho Vigalondo Anders Morgenthaler Ti West Adam Wingard Noboru Iguchi Timo Tjahjanto Simon Rumley Ernesto D�az Espinoza Andrew Traucki Angela Bettis Jon Schnepp,21660.0,4.7,43.0,15824,,0,0,1,1,2012-09-15,129.0,The ABCs of Death,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,23270.956002706374,,
1248,John Sturges,Tom Mankiewicz,Jack Higgins,Michael Caine,Donald Sutherland,Robert Duvall,Michael Caine,Donald Sutherland,Robert Duvall,Jenny Agutter,6000000.0,John Sturges,,6.9,nan,15734,,0,0,0,0,1976-12-25,135.0,The Eagle Has Landed,1976-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,26006981.99010145,,,
1249,Jim Sheridan,Jim Sheridan,Terry George,Daniel Day-Lewis,Emily Watson,Daragh Donnelly,Daniel Day-Lewis,Daragh Donnelly,Frank Coughlan,Sean Kearns,,Jim Sheridan,5400000.0,7.1,75.0,15756,,0,0,3,3,1997-12-31,113.0,The Boxer,1997-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,8298282.211961731,,
1250,Larry Bishop,Larry Bishop,Larry Bishop,Dennis Hopper,Michael Madsen,Julia Jones,Larry Bishop,Leonor Varela,Austin Galuppo,Pete Randall,,Larry Bishop,194287.0,5.1,25.0,14639,,0,0,0,1,2008-01-21,84.0,Hell Ride,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,222597.95891057226,,
1251,Joe Dante,Richard Robinson,John Sayles,Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy,Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy,Keenan Wynn,600000.0,Joe Dante,16000000.0,5.9,nan,15568,,0,0,1,1,1978-08-03,94.0,Piranha,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,15400000.0,2268800.204510414,60501338.786944374,,58232538.58243396
1252,Douglas McGrath,Douglas McGrath,George Plimpton,Toby Jones,Daniel Craig,Sandra Bullock,Sigourney Weaver,Toby Jones,Gwyneth Paltrow,Sandra Bullock,13000000.0,Douglas McGrath,1150403.0,7.1,68.0,15008,,0,0,2,3,2006-08-31,110.0,Infamous,2006-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-11849597.0,15906892.643395165,1407641.3090492098,,-14499251.334345955
1253,Chris Koch,Greg Glienna,Greg Glienna,Jason Lee,Julia Stiles,Selma Blair,Jason Lee,Julia Stiles,Selma Blair,James Brolin,20000000.0,Chris Koch,15408822.0,5.6,27.0,15105,,0,0,0,0,2003-01-17,101.0,A Guy Thing,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-4591178.0,26817920.72966123,20661628.346673,,-6156292.382988229
1254,Steve Barker,Rae Brunton,Kieran Parker,Ray Stevenson,Julian Wadham,Richard Brake,Ray Stevenson,Julian Wadham,Richard Brake,Paul Blair,,Steve Barker,,5.9,nan,14780,,0,0,0,0,2008-03-11,90.0,Outpost,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1255,William A. Graham,Henry De Vere Stacpoole,Leslie Stevens,Brian Krause,Milla Jovovich,Lisa Pelikan,Milla Jovovich,Brian Krause,Lisa Pelikan,Courtney Barilla,11000000.0,William A. Graham,2807854.0,5.1,nan,15513,,0,0,6,0,1991-08-02,102.0,Return to the Blue Lagoon,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-8192146.0,19923091.226843767,5085557.399423471,,-14837533.827420296
1256,Kriv Stenders,James McFarland,Simon Pegg,Teresa Palmer,Alice Braga,Simon Pegg,Steve Le Marquand,Alice Braga,Teresa Palmer,Sullivan Stapleton,,Kriv Stenders,23840.0,5.9,30.0,16592,,0,0,4,0,2014-09-06,90.0,Kill Me Three Times,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,24840.264341409566,,
1257,Atom Egoyan,Atom Egoyan,Bruce Greenwood,Elias Koteas,Don McKellar,David Hemblen,Calvin Green,Don McKellar,Peter Krantz,Mia Kirshner,1453911.0206455365,Atom Egoyan,4183379.0,7.1,nan,15658,,0,0,10,15,1994-05-16,103.0,Exotica,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,2729467.9793544635,2419529.6174843237,6961780.49958509,,4542250.882100767
1258,Michael O. Sajbel,Cheryl McKay,Jim Stovall,Drew Fuller,James Garner,Abigail Breslin,James Garner,Bill Cobbs,Lee Meriwether,George Lee,,Michael O. Sajbel,3438735.0,7.4,49.0,15369,,0,0,0,3,2006-10-20,114.0,The Ultimate Gift,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,4207660.651852729,,
1259,Roger Donaldson,Jim Thompson,Walter Hill,Alec Baldwin,Kim Basinger,Michael Madsen,Alec Baldwin,Kim Basinger,Michael Madsen,James Woods,,Roger Donaldson,30059000.0,5.7,nan,15079,,0,0,3,0,1994-02-11,115.0,The Getaway,1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,50022759.12295497,,
