,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
360,John Guillermin,Anthony Shaffer,Peter Ustinov,Mia Farrow,Simon MacCorkindale,Peter Ustinov,Jane Birkin,Lois Chiles,Bette Davis,Mia Farrow,7920000.0,John Guillermin,14560084.0,7.3,nan,22412,,0,1,5,4,1978-09-29,140.0,Death on the Nile,1978-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,6640084.0,29948162.699537467,55056535.92814802,,25108373.22861055
361,Rodrigo García,Gabriella Prekop,John Banville,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,Glenn Close,Antonia Campbell-Hughes,Mia Wasikowska,Pauline Collins,8000000.0,Rodrigo Garc�a,7532259.0,6.7,57.0,21172,,3,0,38,19,2011-09-02,113.0,Albert Nobbs,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-467741.0,8772825.244044082,8259898.98748478,,-512926.2565593029
362,Alain Resnais,Marguerite Duras,Emmanuelle Riva,Eiji Okada,Stella Dassas,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,Bernard Fresson,,Alain Resnais,88300.0,8.0,nan,22332,,1,0,5,6,1959-05-08,90.0,Hiroshima mon amour,1959-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,747199.7495711836,,
363,Wayne Kramer,Wayne Kramer,Harrison Ford,Ashley Judd,Ray Liotta,Harrison Ford,Ray Liotta,Ashley Judd,Jim Sturgess,Cliff Curtis,19000000.0,Wayne Kramer,454149.0,6.8,38.0,20798,,0,0,0,1,2009-02-26,113.0,Crossing Over,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-18545851.0,21845700.275476955,522168.5754951361,,-21323531.699981824
364,Fred Dekker,Shane Black,Fred Dekker,Andre Gower,Robby Kiger,Stephen Macht,Andre Gower,Robby Kiger,Stephen Macht,Duncan Regehr,12000000.0,Fred Dekker,3769990.0,7.1,nan,22083,,0,0,4,3,1987-08-14,79.0,The Monster Squad,1987-01-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,-8230010.0,26050851.485148516,8184287.465874588,,-17866564.01927393
365,Herbert Ross,Woody Allen,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,Woody Allen,Diane Keaton,Tony Roberts,Jerry Lacy,,Herbert Ross,,7.7,nan,21615,,0,0,0,1,1972-04-28,85.0,Play It Again Sam,1972-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,,,,
366,Blake Edwards,Frank Waldman,Blake Edwards,Peter Sellers,Christopher Plummer,Catherine Schell,Peter Sellers,Christopher Plummer,Catherine Schell,Herbert Lom,5000000.0,Blake Edwards,41833347.0,7.1,61.0,21283,,0,0,2,2,1975-05-21,113.0,The Return of the Pink Panther,1975-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1970,36833347.0,22917528.645220347,191743385.63958853,,168825856.99436817
367,Courtney Solomon,Sean Finegan,Gregg Maxwell Parker,Ethan Hawke,Selena Gomez,Jon Voight,Ethan Hawke,Selena Gomez,Jon Voight,Rebecca Budig,18000000.0,Courtney Solomon,10494494.0,4.4,22.0,21045,,0,0,2,0,2013-08-26,90.0,Getaway,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-7505506.0,19059484.85061583,11112202.744882151,,-7947282.105733679
368,Arne Glimcher,John Katzenbach,Jeb Stuart,Sean Connery,Laurence Fishburne,Kate Capshaw,Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,,Arne Glimcher,36853222.0,6.4,nan,21261,,0,0,0,1,1995-02-17,102.0,Just Cause,1995-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,59655785.31886597,,
369,Luis Mandoki,Greg Iles,Greg Iles,Kevin Bacon,Charlize Theron,Courtney Love,Charlize Theron,Courtney Love,Stuart Townsend,Kevin Bacon,30000000.0,Luis Mandoki,62536.0,6.2,42.0,20901,,0,0,0,0,2002-09-20,106.0,Trapped,2002-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-29937464.0,41140069.49270327,85757.84619318972,,-41054311.64651008
370,Bob Clark,Steven Paul,Francisca Matos,Kathleen Turner,Christopher Lloyd,Kim Cattrall,Kathleen Turner,Christopher Lloyd,Kim Cattrall,Peter MacNicol,12000000.0,Bob Clark,36341959.0,2.6,6.0,21576,,0,0,4,1,1999-03-12,97.0,Baby Geniuses,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,24341959.0,17769941.467807297,53816207.02128772,,36046265.55348042
371,Peter Lepeniotis,Lorne Cameron,Peter Lepeniotis,Will Arnett,Brendan Fraser,Liam Neeson,Will Arnett,Brendan Fraser,Liam Neeson,Katherine Heigl,42000000.0,Peter Lepeniotis,122529966.0,5.8,37.0,22620,,0,0,5,1,2014-01-11,85.0,The Nut Job,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,80529966.0,43762210.66859067,127671004.41207746,,83908793.74348678
372,Blake Edwards,Blake Edwards,William Peter Blatty,Peter Sellers,Elke Sommer,George Sanders,Peter Sellers,Elke Sommer,George Sanders,Herbert Lom,,Blake Edwards,12620737.0,7.6,70.0,21675,,0,0,2,0,1964-06-23,102.0,A Shot in the Dark,1964-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1960,,,100370056.14352821,,
373,Walter Murch,Walter Murch,Gill Dennis,Fairuza Balk,Nicol Williamson,Jean Marsh,Fairuza Balk,Nicol Williamson,Jean Marsh,Piper Laurie,25000000.0,Walter Murch,11137801.0,6.8,42.0,21025,,1,0,5,0,1985-06-21,113.0,Return to Oz,1985-01-01,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-13862199.0,57329330.62989484,25540907.040758934,,-31788423.589135904
374,Nigel Cole,Juliette Towhidi,Tim Firth,Helen Mirren,Julie Walters,Penelope Wilton,Helen Mirren,Julie Walters,John Alderton,Linda Bassett,10000000.0,Nigel Cole,96542059.0,6.9,60.0,20762,,0,0,14,2,2003-08-09,108.0,Calendar Girls,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,86542059.0,13408960.364830615,129452864.26701388,,116043903.90218326
375,Duwayne Dunham,James Ferguson,Robert Shallcross,Rick Moranis,Ed O'Neill,Shawna Waldron,Rick Moranis,Ed O'Neill,Shawna Waldron,Devon Sawa,20000000.0,Duwayne Dunham,19288821.0,6.3,nan,21449,,0,0,0,0,1994-10-14,107.0,Little Giants,1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,-711179.0,33283049.418114353,32099539.1280081,,-1183510.2901062574
376,Jackie Chan,Chi-Hwa Chen,Jackie Chan,Edward Tang,Jackie Chan,Maggie Cheung,Brigitte Lin,Jackie Chan,Maggie Cheung,Brigitte Lin,,Chi-Hwa Chen Jackie Chan,,7.6,nan,21847,,0,0,5,2,1985-12-14,101.0,Ging chaat goo si,1985-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,,,
377,Michael Radford,Edward Anderson,Demi Moore,Michael Caine,Lambert Wilson,Demi Moore,Michael Caine,Lambert Wilson,Nathaniel Parker,Shaughan Seymour,20000000.0,Michael Radford,6450887.0,6.8,57.0,20722,7296.49288159135,0,0,0,0,2007-09-26,108.0,Flawless,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-13549113.0,23793480.965589248,7674452.852283358,8680.448224685062,-16119028.113305893
378,Hany Abu-Assad,Hany Abu-Assad,Bero Beyer,Kais Nashif,Ali Suliman,Lubna Azabal,Lubna Azabal,Hamza Abu-Aiaash,Kais Nashif,Lutuf Nouasser,,Hany Abu-Assad,1452402.0,7.5,71.0,20699,,1,0,15,13,2005-02-14,90.0,Paradise Now,2005-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,1834499.9302420316,,
379,Sylvain White,Robert Adetuyi,Gregory Ramon Anderson,Columbus Short,Meagan Good,Ne-Yo,Columbus Short,Meagan Good,Ne-Yo,Darrin Dewitt Henson,14000000.0,Sylvain White,75511123.0,5.3,44.0,20388,,0,0,9,0,2007-01-08,109.0,Stomp the Yard,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,61511123.0,16655436.675912473,89833623.38953844,,73178186.71362595
380,Hideaki Anno,Kazuya Tsurumaki,Hideaki Anno,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,Kotono Mitsuishi,,Kazuya Tsurumaki Hideaki Anno,,8.3,nan,22829,,0,0,0,2,1997-07-19,90.0,Shin seiki Evangelion Gekij�-ban: Air/Magokoro wo kimi ni,1997-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,,,,,
381,Nicholas McCarthy,Nicholas McCarthy,Caity Lotz,Casper Van Dien,Mark Steger,Caity Lotz,Kathleen Rose Perkins,Haley Hudson,Sam Ball,Mark Steger,400000.0,Nicholas McCarthy,7200000.0,5.8,54.0,21272,,0,0,2,0,2012-01-20,89.0,The Pact,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,6800000.0,429749.88001304475,7735497.840234806,,7305747.960221761
382,Carl Reiner,George Gipe,Steve Martin,Steve Martin,Kathleen Turner,David Warner,Steve Martin,Kathleen Turner,David Warner,Paul Benedict,,Carl Reiner,10100000.0,6.4,61.0,21237,,0,0,0,0,1983-06-03,93.0,The Man with Two Brains,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,25013623.493975904,,
383,Yavuz Turgul,Yavuz Turgul,Sener Sen,Cem Yilmaz,Çetin Tekindor,Sener Sen,Cem Yilmaz,Çetin Tekindor,Melisa Sözen,Okan Yalabik,4000000.0,Yavuz Turgul,,7.5,nan,23944,,0,0,0,0,2010-12-02,140.0,Av Mevsimi,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,,4524884.719715852,,,
384,Edward Neumeier,Edward Neumeier,Casper Van Dien,Jolene Blalock,Stephen Hogan,Casper Van Dien,Jolene Blalock,Stephen Hogan,Boris Kodjoe,Amanda Donohoe,9000000.0,Edward Neumeier,,4.3,nan,20775,,0,0,1,0,2008-07-19,105.0,Starship Troopers 3: Marauder,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,10311454.859023765,,,
385,Fred Schepisi,Robert Young,John Cleese,Iain Johnstone,John Cleese,Jamie Lee Curtis,Kevin Kline,John Cleese,Jamie Lee Curtis,Kevin Kline,25000000.0,Robert Young Fred Schepisi,40381260.0,6.4,62.0,20757,,0,0,0,0,1997-01-23,93.0,Fierce Creatures,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,15381260.0,38417973.203526534,62054646.58418552,,23636673.38065898
386,John Turturro,John Turturro,John Turturro,Woody Allen,Sharon Stone,John Turturro,Woody Allen,Vanessa Paradis,Liev Schreiber,Sharon Stone,,John Turturro,3763973.0,6.2,58.0,21271,,0,0,1,2,2013-09-07,90.0,Fading Gigolo,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,3985521.46509039,,
387,Gina Prince-Bythewood,Gina Prince-Bythewood,Sue Monk Kidd,Dakota Fanning,Jennifer Hudson,Queen Latifah,Dakota Fanning,Queen Latifah,Jennifer Hudson,Alicia Keys,11000000.0,Gina Prince-Bythewood,39947322.0,7.3,57.0,21453,,0,0,16,12,2008-09-05,114.0,The Secret Life of Bees,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,28947322.0,12602889.272140158,45768334.17132078,,33165444.899180617
388,Isabel Coixet,Nicholas Meyer,Philip Roth,Ben Kingsley,Penélope Cruz,Patricia Clarkson,Penélope Cruz,Ben Kingsley,Dennis Hopper,Patricia Clarkson,13000000.0,Isabel Coixet,14894347.0,6.8,66.0,20413,,0,0,5,3,2008-02-10,112.0,Elegy,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1894347.0,14894323.68525655,17064709.63834845,,2170385.9530918994
389,Vondie Curtis-Hall,Cheryl L. West,Kate Lanier,Mariah Carey,Eric Benét,Max Beesley,Mariah Carey,Max Beesley,Da Brat,Tia Texada,22000000.0,Vondie Curtis-Hall,5271666.0,2.2,14.0,20155,,0,0,10,3,2001-09-21,104.0,Glitter,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-16728334.0,30647880.265314784,7343881.289396862,,-23303998.975917924
390,Mira Nair,Sabrina Dhawan,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Vijay Raaz,Tillotama Shome,148399.40640237438,Mira Nair,13876974.0,7.4,77.0,21106,89914.54169538249,0,0,11,7,2001-08-31,114.0,Monsoon Wedding,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,13728574.593597626,206733.056311989,19331810.79985847,125258.64127230621,19125077.743546482
391,Jean-Luc Godard,Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Films Georges de Beauregard,Rome Paris Films,300000.0,Jean-Luc Godard,,7.7,nan,22486,,0,0,1,1,1965-08-29,110.0,Pierrot le fou,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,2348607.2470085807,,,
392,Masahiro Hosoda,Akira Toriyama,Akira Toriyama,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masaharu Satô,,Masahiro Hosoda,50461371.0,7.3,nan,21676,,0,0,4,7,2013-03-30,85.0,Dragon Ball Z: Doragon b�ru Z - Kami to Kami,2013-01-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,53431540.8953225,,
393,Jack Clayton,F. Scott Fitzgerald,Francis Ford Coppola,Robert Redford,Mia Farrow,Bruce Dern,Robert Redford,Mia Farrow,Bruce Dern,Karen Black,6500000.0,Jack Clayton,26533200.0,6.4,43.0,20897,,0,2,3,5,1974-03-27,144.0,The Great Gatsby,1974-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,20033200.0,32516785.535407588,132734519.0720118,,100217733.53660421
394,Stephen Herek,John Scott Shepherd,John Scott Shepherd,Angelina Jolie,Edward Burns,Tony Shalhoub,Angelina Jolie,Edward Burns,Tony Shalhoub,Christian Kane,40000000.0,Stephen Herek,16873000.0,5.8,31.0,20861,,0,0,1,0,2002-04-26,103.0,Life or Something Like It,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-23127000.0,54853425.990271024,23138546.418346073,,-31714879.571924947
395,Mani Ratnam,Mani Ratnam,Sujatha,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,,Mani Ratnam,,7.8,nan,22361,,0,0,2,7,1998-08-21,163.0,Dil Se..,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,,,,,
396,Adam Marcus,Jay Huguely,Adam Marcus,John D. LeMay,Kari Keegan,Kane Hodder,John D. LeMay,Kari Keegan,Kane Hodder,Steven Williams,3000000.0,Adam Marcus,15935068.0,4.3,17.0,22118,,0,0,3,0,1993-08-13,87.0,Jason Goes to Hell: The Final Friday,1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,12935068.0,5122632.824948977,27209834.134864684,,22087201.309915707
397,Hunter Richards,Hunter Richards,Jessica Biel,Chris Evans,Jason Statham,Chris Evans,Jessica Biel,Joy Bryant,Jason Statham,Kelli Garner,,Hunter Richards,12667.0,6.6,24.0,20394,,0,0,1,1,2005-09-03,92.0,London,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,15999.434465372406,,
398,Luis Llosa,Michael Frost Beckner,Crash Leyland,Tom Berenger,Billy Zane,J.T. Walsh,Tom Berenger,Billy Zane,J.T. Walsh,Aden Young,,Luis Llosa,18994653.0,6.1,nan,20575,,0,0,0,0,1993-01-29,98.0,Sniper,1993-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,32434210.985438522,,
399,Marcus Raboy,Ice Cube,DJ Pooh,Ice Cube,Mike Epps,John Witherspoon,Ice Cube,Mike Epps,John Witherspoon,Don 'D.C.' Curry,10000000.0,Marcus Raboy,32983713.0,5.8,35.0,21673,,0,0,0,0,2002-11-22,85.0,Friday After Next,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,22983713.0,13713356.497567756,45231741.49824601,,31518385.000678252
400,Satoshi Kon,Shôgo Furuya,Satoshi Kon,Satoshi Kon,Tôru Emori,Yoshiaki Umegaki,Aya Okamoto,Tôru Emori,Aya Okamoto,Yoshiaki Umegaki,,Sh�go Furuya Satoshi Kon,128985.0,7.9,73.0,23165,,0,0,1,8,2003-08-30,93.0,Tokyo Goddofazazu,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,172955.4752657677,,
401,Howard Deutch,Mark Steven Johnson,Mark Steven Johnson,Walter Matthau,Jack Lemmon,Ann-Margret,Walter Matthau,Jack Lemmon,Sophia Loren,Ann-Margret,25000000.0,Howard Deutch,69870000.0,6.6,46.0,21041,,0,0,2,2,1995-12-22,101.0,Grumpier Old Men,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,44870000.0,40468500.50103215,113101365.20028466,,72632864.69925252
402,Michael Herz,Lloyd Kaufman,Lloyd Kaufman,Joe Ritter,Andree Maranda,Mitch Cohen,Jennifer Babtist,Andree Maranda,Mitch Cohen,Jennifer Babtist,475000.0,Michael Herz Lloyd Kaufman,,6.2,42.0,20996,,0,0,1,0,1984-05-01,82.0,The Toxic Avenger,1984-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,1127878.4697987738,,,
403,Abhishek Kapoor,Chetan Bhagat,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Rajkummar Rao,Sushant Singh Rajput,Amit Sadh,Asif Basra,,Abhishek Kapoor,1122527.0,7.6,40.0,22308,,0,0,34,11,2013-02-13,120.0,Kai po che!,2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,1188599.2417170687,,
404,Susanna White,Emma Thompson,Christianna Brand,Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes,Maggie Gyllenhaal,Oscar Steer,Asa Butterfield,Lil Woods,35000000.0,Susanna White,97799865.0,6.1,52.0,22297,1734450.85154888,0,0,2,1,2010-03-24,109.0,Nanny McPhee and the Big Bang,2010-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,62799865.0,39592741.29751371,110633278.68219331,1962047.538817919,71040537.3846796
405,Tobe Hooper,L.M. Kit Carson,Tobe Hooper,Dennis Hopper,Caroline Williams,Jim Siedow,Dennis Hopper,Caroline Williams,Jim Siedow,Bill Moseley,4700000.0,Tobe Hooper,8025872.0,5.6,nan,22058,,0,0,1,1,1986-08-22,101.0,The Texas Chainsaw Massacre 2,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1980,3325872.0,10577154.720771583,18061891.470874142,,7484736.750102559
