,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG
634,Jeff Schaffer,Alec Berg,Alec Berg,David Mandel,Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,Scott Mechlowicz,Jacob Pitts,Kristin Kreuk,25000000.0,Jeff Schaffer Alec Berg David Mandel,17718223.0,6.6,45.0,173782,,0,0,2,0,2004-02-20,92.0,EuroTrip,2004-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,David Lynch,Christopher De Vore,Eric Bergren,Anthony Hopkins,John Hurt,Anne Bancroft,Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,5000000.0,David Lynch,26010864.0,8.2,nan,182175,,8,0,13,10,1980-10-02,124.0,The Elephant Man,1980-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
636,Dennis Dugan,Steve Franks,Steve Franks,Adam Sandler,Joey Lauren Adams,Jon Stewart,Adam Sandler,Joey Lauren Adams,Jon Stewart,Cole Sprouse,34200000.0,Dennis Dugan,234801895.0,6.4,41.0,174656,,0,0,14,8,1999-06-17,93.0,Big Daddy,1999-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
637,Tom Tykwer,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,Armin Rohde,,Tom Tykwer,7267585.0,7.7,77.0,171388,,0,0,19,28,1998-08-20,81.0,Lola rennt,1998-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
638,Jared Hess,Jared Hess,Jerusha Hess,Jon Heder,Efren Ramirez,Jon Gries,Jon Heder,Jon Gries,Aaron Ruell,Efren Ramirez,,Jared Hess,,6.9,64.0,173407,,0,0,22,10,2004-01-17,96.0,Napoleon Dynamite,2004-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,Michael Bay,Christopher Markus,Stephen McFeely,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,26000000.0,Michael Bay,86175291.0,6.4,45.0,175210,,0,0,4,0,2013-04-11,129.0,Pain & Gain,2013-01-01,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
640,William Wyler,Lew Wallace,Karl Tunberg,Charlton Heston,Jack Hawkins,Stephen Boyd,Charlton Heston,Jack Hawkins,Haya Harareet,Stephen Boyd,15900000.0,William Wyler,196200000.0,8.1,90.0,182341,,0,11,13,17,1959-11-18,212.0,Ben-Hur,1959-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
641,Brett Ratner,Ross LaManna,Jeff Nathanson,Jackie Chan,Chris Tucker,John Lone,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,90000000.0,Brett Ratner,347325802.0,6.6,48.0,174033,,0,0,21,10,2001-07-26,90.0,Rush Hour 2,2001-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,Vincenzo Natali,André Bijelic,Vincenzo Natali,Nicole de Boer,Maurice Dean Wint,David Hewlett,Nicole de Boer,Nicky Guadagni,David Hewlett,Andrew Miller,263633.08053448895,Vincenzo Natali,501818.0,7.3,61.0,178347,,0,0,7,13,1997-09-09,90.0,Cube,1997-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
643,Jake Kasdan,Gene Stupnitsky,Lee Eisenberg,Cameron Diaz,Jason Segel,Justin Timberlake,Cameron Diaz,Lucy Punch,Jason Segel,Justin Timberlake,20000000.0,Jake Kasdan,216197492.0,5.7,47.0,172014,,0,0,4,6,2011-06-17,92.0,Bad Teacher,2011-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
644,Steve Oedekerk,Jack Bernstein,Steve Oedekerk,Jim Carrey,Ian McNeice,Simon Callow,Jim Carrey,Ian McNeice,Simon Callow,Maynard Eziashi,30000000.0,Steve Oedekerk,212385533.0,6.3,45.0,175836,,0,0,7,7,1995-11-10,90.0,Ace Ventura: When Nature Calls,1995-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
645,Jim Abrahams,David Zucker,Jim Abrahams,David Zucker,Robert Hays,Julie Hagerty,Leslie Nielsen,Kareem Abdul-Jabbar,Lloyd Bridges,Peter Graves,3500000.0,Jim Abrahams Jerry Zucker David Zucker,130000000.0,7.8,78.0,177365,,0,0,6,2,1980-07-02,88.0,Airplane!,1980-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,Boaz Yakin,Gregory Allen Howard,Denzel Washington,Will Patton,Wood Harris,Denzel Washington,Will Patton,Wood Harris,Ryan Hurst,Donald Faison,30000000.0,Boaz Yakin,136706683.0,7.8,48.0,174386,,0,0,17,8,2000-09-23,113.0,Remember the Titans,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,Tommy Wirkola,Tommy Wirkola,Jeremy Renner,Gemma Arterton,Peter Stormare,Jeremy Renner,Gemma Arterton,Famke Janssen,Pihla Viitala,Derek Mears,50000000.0,Tommy Wirkola,226349749.0,6.1,21.0,173340,,0,0,4,3,2013-01-17,88.0,Hansel & Gretel: Witch Hunters,2013-01-01,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
648,Shawn Levy,Vince Vaughn,Jared Stern,Vince Vaughn,Owen Wilson,Rose Byrne,Vince Vaughn,Owen Wilson,Rose Byrne,Aasif Mandvi,58000000.0,Shawn Levy,93492844.0,6.3,42.0,171286,,0,0,2,0,2013-05-29,119.0,The Internship,2013-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
649,Joe Wright,Seth Lochhead,David Farr,Saoirse Ronan,Cate Blanchett,Eric Bana,Saoirse Ronan,Eric Bana,Vicky Krieps,Cate Blanchett,30000000.0,Joe Wright,63782078.0,6.8,65.0,168903,,0,0,25,8,2011-04-07,111.0,Hanna,2011-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,Nancy Meyers,Josh Goldsmith,Cathy Yuspa,Mel Gibson,Helen Hunt,Marisa Tomei,Mel Gibson,Helen Hunt,Marisa Tomei,Alan Alda,70000000.0,Nancy Meyers,191300000.0,6.4,47.0,171574,,0,0,8,5,2000-12-13,127.0,What Women Want,2000-01-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,M. Night Shyamalan,Gary Whitta,M. Night Shyamalan,Jaden Smith,David Denman,Will Smith,Jaden Smith,Will Smith,Sophie Okonedo,Zoë Kravitz,130000000.0,M. Night Shyamalan,243843127.0,4.9,33.0,172100,,0,0,8,3,2013-05-01,100.0,After Earth,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
652,Sam Raimi,Sam Raimi,Ivan Raimi,Alison Lohman,Justin Long,Ruth Livier,Alison Lohman,Justin Long,Lorna Raver,Dileep Rao,30000000.0,Sam Raimi,91388487.0,6.6,83.0,168662,,0,0,22,7,2009-03-15,99.0,Drag Me to Hell,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
653,Guillermo del Toro,Marv Wolfman,Gene Colan,Wesley Snipes,Kris Kristofferson,Ron Perlman,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,54000000.0,Guillermo del Toro,155010032.0,6.7,52.0,174247,,0,0,10,6,2002-03-21,117.0,Blade II,2002-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
654,John Carpenter,John Carpenter,Debra Hill,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,P.J. Soles,300000.0,John Carpenter,70000000.0,7.8,78.0,177810,,0,0,2,5,1978-10-25,91.0,Halloween,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
655,Sergio Leone,Sergio Leone,Fulvio Morsella,Clint Eastwood,Lee Van Cleef,Gian Maria Volontè,Clint Eastwood,Lee Van Cleef,Gian Maria Volontè,Mario Brega,600000.0,Sergio Leone,15000000.0,8.3,nan,181510,,0,0,1,0,1965-12-18,132.0,Per qualche dollaro in pi?,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
656,Michael Apted,Neal Purvis,Robert Wade,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,135000000.0,Michael Apted,361832400.0,6.4,57.0,167508,,0,0,12,7,1999-11-08,128.0,The World Is Not Enough,1999-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
657,Nima Nourizadeh,Matt Drake,Michael Bacall,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown,Dax Flame,12000000.0,Nima Nourizadeh,102731865.0,6.7,48.0,169071,,0,0,5,0,2012-03-01,88.0,Project X,2012-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
658,Simon West,Sara B. Cooper,Mike Werb,Angelina Jolie,Jon Voight,Iain Glen,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,115000000.0,Simon West,274703340.0,5.8,33.0,170565,,0,0,18,4,2001-06-11,100.0,Lara Croft: Tomb Raider,2001-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
659,Baltasar Kormákur,Blake Masters,Steven Grant,Denzel Washington,Mark Wahlberg,Paula Patton,Denzel Washington,Mark Wahlberg,Paula Patton,Edward James Olmos,61000000.0,Baltasar Korm?kur,131940411.0,6.7,55.0,171403,,0,0,0,3,2013-07-30,109.0,2 Guns,2013-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
660,Alex Proyas,Alex Proyas,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,Rufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,27000000.0,Alex Proyas,12821985.0,7.7,66.0,169193,,0,0,15,10,1998-02-25,100.0,Dark City,1998-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
661,Donald Petrie,Michele Alexander,Jeannie Long,Kate Hudson,Matthew McConaughey,Adam Goldberg,Kate Hudson,Matthew McConaughey,Kathryn Hahn,Annie Parisse,50000000.0,Donald Petrie,177371441.0,6.4,45.0,175852,,0,0,8,1,2003-01-27,116.0,How to Lose a Guy in 10 Days,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
662,Brad Silberling,Robert Gordon,Daniel Handler,Jim Carrey,Jude Law,Meryl Streep,Jim Carrey,Liam Aiken,Emily Browning,Kara Hoffman,140000000.0,Brad Silberling,209073645.0,6.8,62.0,174954,,0,1,27,9,2004-12-16,108.0,A Series of Unfortunate Events,2004-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
663,Louis Leterrier,Luc Besson,Robert Mark Kamen,Jason Statham,Amber Valletta,Kate Nauta,Jason Statham,Alessandro Gassman,Amber Valletta,Kate Nauta,32000000.0,Louis Leterrier,88978202.0,6.3,56.0,170168,919809.0,0,0,0,0,2005-08-03,87.0,Transporter 2,2005-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,Dennis Dugan,Adam Sandler,Robert Smigel,Adam Sandler,John Turturro,Emmanuelle Chriqui,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,90000000.0,Dennis Dugan,199936011.0,5.5,54.0,168490,,0,0,1,2,2008-06-06,113.0,You Don't Mess with the Zohan,2008-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
665,Len Wiseman,Danny McBride,Len Wiseman,Kate Beckinsale,Scott Speedman,Bill Nighy,Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,50000000.0,Len Wiseman,111340801.0,6.7,36.0,171917,,0,0,6,2,2006-01-12,106.0,Underworld: Evolution,2006-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
666,Dennis Dugan,Tim Herlihy,Adam Sandler,Adam Sandler,Christopher McDonald,Julie Bowen,Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,12000000.0,Dennis Dugan,38624000.0,7.0,31.0,169309,,0,0,4,1,1996-02-07,92.0,Happy Gilmore,1996-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
667,Garth Jennings,Douglas Adams,Douglas Adams,Martin Freeman,Yasiin Bey,Sam Rockwell,Bill Bailey,Anna Chancellor,Warwick Davis,Yasiin Bey,50000000.0,Garth Jennings,104478416.0,6.8,63.0,167736,1718113.2468614888,0,0,10,1,2005-04-20,109.0,The Hitchhiker's Guide to the Galaxy,2005-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
668,Lasse Hallström,Stephen P. Lindsey,Kaneto Shindô,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer,16000000.0,Lasse Hallstr?m,47707417.0,8.1,nan,193748,,0,0,1,0,2009-06-13,93.0,Hachi: A Dog's Tale,2009-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
669,Dominic Sena,Skip Woods,John Travolta,Hugh Jackman,Halle Berry,John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,Sam Shepard,102000000.0,Dominic Sena,147080413.0,6.5,32.0,163251,,0,0,8,5,2001-06-04,99.0,Swordfish,2001-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
670,Scott Derrickson,Scott Derrickson,C. Robert Cargill,Ethan Hawke,Juliet Rylance,James Ransone,Ethan Hawke,Juliet Rylance,Fred Dalton Thompson,James Ransone,3000000.0,Scott Derrickson,87727807.0,6.8,53.0,181755,,0,0,13,3,2012-03-11,110.0,Sinister,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,Robert Rodriguez,Eli Roth,Robert Rodriguez,Rob Zombie,Kurt Russell,Rose McGowan,Danny Trejo,Kurt Russell,Zoë Bell,Rosario Dawson,53000000.0,Edgar Wright Rob Zombie Quentin Tarantino Robert Rodriguez Eli Roth,25031037.0,7.6,77.0,163875,,0,0,15,7,2007-03-26,191.0,Grindhouse,2007-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,Danny Leiner,Jon Hurwitz,Hayden Schlossberg,John Cho,Kal Penn,Ethan Embry,John Cho,Ethan Embry,Rob Tinkler,Fred Willard,9000000.0,Danny Leiner,18225165.0,7.1,64.0,165102,,0,0,3,0,2004-05-20,88.0,Harold & Kumar Go to White Castle,2004-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
673,Robert Schwentke,Brian Duffield,Akiva Goldsman,Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet,Jai Courtney,Mekhi Phifer,Shailene Woodley,110000000.0,Robert Schwentke,297276329.0,6.3,42.0,182559,,0,0,17,3,2015-03-11,119.0,Insurgent,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
674,Neil Marshall,Neil Marshall,Shauna Macdonald,Natalie Mendoza,Alex Reid,Shauna Macdonald,Natalie Mendoza,Alex Reid,Saskia Mulder,MyAnna Buring,1817143.4504958207,Neil Marshall,31005153.0,7.2,71.0,171415,296376.0967758683,0,0,18,8,2005-03-11,99.0,The Descent,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
675,Jonathan Liebesman,Christopher Bertolini,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Aaron Eckhart,Ramon Rodriguez,Will Rothhaar,Cory Hardrict,Jim Parrack,70000000.0,Jonathan Liebesman,211819354.0,5.8,37.0,161908,,0,0,3,1,2011-03-08,116.0,Battle Los Angeles,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
676,Barry Levinson,Lorenzo Carcaterra,Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Kevin Bacon,Billy Crudup,Robert De Niro,Ron Eldard,44000000.0,Barry Levinson,165615285.0,7.6,49.0,165856,,1,0,4,1,1996-08-28,147.0,Sleepers,1996-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
677,Jerry Zucker,Bruce Joel Rubin,Patrick Swayze,Demi Moore,Whoopi Goldberg,Patrick Swayze,Demi Moore,Whoopi Goldberg,Tony Goldwyn,Stanley Lawrence,22000000.0,Jerry Zucker,290000000.0,7.0,52.0,167289,,0,2,23,16,1990-07-13,127.0,Ghost,1990-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
678,Penny Marshall,Gary Ross,Anne Spielberg,Tom Hanks,Elizabeth Perkins,Robert Loggia,Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,18000000.0,Penny Marshall,151668774.0,7.3,73.0,166762,,2,0,12,11,1988-06-03,104.0,Big,1988-01-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
679,Jonathan Liebesman,Dan Mazeau,David Leslie Johnson,Sam Worthington,Liam Neeson,Rosamund Pike,Sam Worthington,Liam Neeson,Ralph Fiennes,Edgar Ramírez,150000000.0,Jonathan Liebesman,305270083.0,5.8,37.0,163861,,0,0,2,2,2012-03-28,99.0,Wrath of the Titans,2012-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
680,Phil Lord,Christopher Miller,Phil Lord,Christopher Miller,Anna Faris,Bill Hader,Bruce Campbell,Bill Hader,Anna Faris,James Caan,100000000.0,Christopher Miller Phil Lord,243006126.0,7.0,66.0,170676,,0,0,13,1,2009-09-16,90.0,Cloudy with a Chance of Meatballs,2009-01-01,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
681,Sam Mendes,Justin Haythe,Richard Yates,Leonardo DiCaprio,Kate Winslet,Christopher Fitzgerald,Kate Winslet,Leonardo DiCaprio,Christopher Fitzgerald,Jonathan Roumie,35000000.0,Sam Mendes,79564960.0,7.3,69.0,165167,,3,0,67,19,2008-12-15,119.0,Revolutionary Road,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
682,Giuseppe Tornatore,Giuseppe Tornatore,Giuseppe Tornatore,Philippe Noiret,Enzo Cannavale,Antonella Attili,Antonella Attili,Enzo Cannavale,Isa Danieli,Leo Gullotta,5000000.0,Giuseppe Tornatore,11990401.0,8.5,80.0,176565,,0,1,31,23,1988-09-29,155.0,Nuovo Cinema Paradiso,1988-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
683,Terry Gilliam,Terry Gilliam,Tom Stoppard,Jonathan Pryce,Kim Greist,Robert De Niro,Jonathan Pryce,Robert De Niro,Katherine Helmond,Ian Holm,15000000.0,Terry Gilliam,9929135.0,8.0,88.0,165387,,2,0,3,8,1985-02-20,132.0,Brazil,1985-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
684,George Miller,James McCausland,George Miller,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Steve Bisley,200000.0,George Miller,100000000.0,7.0,67.0,166178,,0,0,7,4,1979-04-12,88.0,Mad Max,1979-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
685,Roger Donaldson,Dick Clement,Ian La Frenais,Jason Statham,Saffron Burrows,Stephen Campbell Moore,Jason Statham,Saffron Burrows,Stephen Campbell Moore,Daniel Mays,20000000.0,Roger Donaldson,30028592.0,7.3,69.0,160386,487424.01722105476,0,0,3,0,2008-02-19,111.0,The Bank Job,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
686,George Roy Hill,William Goldman,Paul Newman,Robert Redford,Katharine Ross,Paul Newman,Robert Redford,Katharine Ross,Strother Martin,Henry Jones,6000000.0,George Roy Hill,102308889.0,8.1,58.0,170027,,0,4,14,16,1969-09-23,110.0,Butch Cassidy and the Sundance Kid,1969-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
